,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,2796118,"73,074",194547,"3,628",771127,1830444,58444
2,,,,,,,,
3,,,,,,,,
4,USA,903202,"16,760",50952,716,90261,761989,14932
5,,,,,,,,
6,Spain,219764,"6,740",22524,367,92355,104885,7705
7,Italy,192994,"3,021",25969,420,60498,106527,2173
8,France,158183,,21856,,42088,94239,5053
9,Germany,154111,982,5632,57,106800,41679,2908
10,UK,143464,"5,386",19506,768,N/A,123614,1559
11,,,,,,,,
12,Turkey,104912,"3,122",2600,109,21737,80575,1790
13,Iran,88194,"1,168",5574,93,66599,16021,3121
14,China,82804,6,4632,,77257,915,57
15,Russia,68622,"5,849",615,60,5568,62439,2300
16,Brazil,51073,"1,581",3407,94,26573,21093,8318
17,Belgium,44293,"1,496",6679,189,10122,27492,970
18,Canada,42773,663,2197,50,15202,25374,557
19,Netherlands,36535,806,4289,112,N/A,31996,963
20,,,,,,,,
21,Switzerland,28677,181,1578,29,20600,6499,386
22,India,23502,463,722,1,5012,17768,
23,Portugal,22797,444,854,34,1228,20715,188
24,Ecuador,22719,"11,536",576,16,1366,20777,127
25,Peru,20914,,572,,7422,12920,396
26,Ireland,17607,,794,,9233,7580,147
27,Sweden,17567,812,2152,131,550,14865,547
28,Saudi Arabia,15102,"1,172",127,6,2049,12926,93
29,Austria,15071,69,530,8,11872,2669,156
30,Israel,14882,79,193,1,5685,9004,139
31,Japan,12368,,328,,1494,10546,259
32,Chile,12306,494,174,6,6327,5805,408
33,Singapore,12075,897,12,,924,11139,26
34,Mexico,11633,"1,089",1069,99,2627,7937,378
35,Pakistan,11155,98,237,2,2527,8391,111
36,Poland,10892,381,494,40,1944,8454,160
37,S. Korea,10708,6,240,,8501,1967,55
38,Romania,10417,321,567,22,2817,7033,241
39,UAE,9281,525,64,8,1760,7457,1
40,Belarus,8773,751,63,3,1120,7590,92
41,Qatar,8525,761,10,,809,7706,72
42,,,,,,,,
43,Indonesia,8211,436,689,42,1002,6520,
44,Denmark,8210,137,403,9,5526,2281,69
45,Ukraine,7647,477,193,6,601,6853,45
46,Serbia,7483,207,144,5,1094,6245,96
47,Norway,7444,43,199,5,32,7213,53
48,Czechia,7236,49,214,4,2371,4651,76
49,Philippines,7192,211,477,15,762,5953,1
50,Australia,6675,8,79,4,5136,1460,43
51,Dominican Republic,5749,206,267,2,763,4719,135
52,Malaysia,5691,88,96,1,3663,1932,41
53,Panama,5166,174,146,2,271,4749,86
54,Bangladesh,4689,503,131,4,112,4446,1
55,Colombia,4561,,215,,927,3419,98
56,Finland,4395,111,177,5,2500,1718,61
57,Egypt,4092,201,294,7,1075,2723,
58,South Africa,3953,,75,,1473,2405,36
59,Morocco,3692,124,155,,478,3059,1
60,Luxembourg,3665,,83,,728,2854,27
61,Argentina,3435,,167,2,976,2292,123
62,Algeria,3127,120,415,8,1408,1304,40
63,Moldova,3110,184,84,4,755,2271,212
64,Thailand,2854,15,50,,2490,314,61
65,Kuwait,2614,215,15,1,613,1986,60
66,Bahrain,2506,289,8,,1113,1385,2
67,Greece,2490,27,130,5,577,1783,48
68,Hungary,2383,99,250,11,401,1732,61
69,Kazakhstan,2376,87,25,5,602,1749,29
70,Croatia,2009,28,51,1,982,976,19
71,Oman,1790,74,9,,325,1456,3
72,Iceland,1789,,10,,1542,237,5
73,Uzbekistan,1778,20,8,1,617,1153,8
74,Iraq,1677,,83,,1171,423,
75,Estonia,1605,13,46,1,206,1353,6
76,Armenia,1596,73,27,3,728,841,10
77,Azerbaijan,1592,44,21,1,1013,558,14
78,New Zealand,1456,5,17,1,1095,344,1
79,Cameroon,1430,96,43,,668,719,20
80,Bosnia and Herzegovina,1421,8,55,1,538,828,4
81,Lithuania,1410,12,40,,430,940,17
82,Slovenia,1373,7,80,1,211,1082,23
83,Slovakia,1360,35,17,2,355,988,8
84,Afghanistan,1351,72,43,1,188,1120,7
85,North Macedonia,1326,26,57,1,337,932,14
86,Cuba,1285,50,49,6,416,820,11
87,Ghana,1279,125,10,1,134,1135,4
88,Bulgaria,1188,91,54,2,193,941,37
89,Hong Kong,1036,,4,,699,333,9
90,Ivory Coast,1004,,14,,359,631,
91,Djibouti,999,13,2,,330,667,
92,Nigeria,981,,31,,197,753,2
93,Tunisia,918,,38,,190,690,32
94,Guinea,862,,6,,170,686,
95,Cyprus,804,9,14,1,98,692,15
96,Latvia,784,6,12,1,267,505,6
97,Andorra,731,8,40,3,333,358,17
98,,,,,,,,
99,Diamond Princess,712,,13,,645,54,4
100,Bolivia,703,31,43,3,44,616,3
101,Lebanon,696,8,22,,140,534,46
102,Costa Rica,686,,6,,196,484,8
103,Albania,678,15,27,,394,257,4
104,Niger,671,,24,,256,391,
105,Kyrgyzstan,656,25,8,,322,326,11
106,Burkina Faso,616,,41,,410,165,
107,Honduras,562,43,47,,50,465,10
108,Uruguay,557,8,12,,354,191,10
109,Senegal,545,66,7,1,262,276,1
110,Channel Islands,521,,29,,295,197,
111,San Marino,513,12,40,,64,409,3
112,Palestine,480,,4,,92,384,
113,Malta,447,2,3,,223,221,2
114,Jordan,441,4,7,,326,108,5
115,Georgia,431,6,5,,132,294,6
116,Taiwan,428,1,6,,264,158,
117,Sri Lanka,416,48,7,,109,300,2
118,Réunion,412,,,,238,174,2
119,DRC,394,17,25,,48,321,
120,Guatemala,384,42,11,1,30,343,5
121,Mayotte,354,28,4,,144,206,4
122,Kenya,336,16,14,,94,228,2
123,Mauritius,331,,9,,285,37,3
124,Somalia,328,,16,,8,304,2
125,Montenegro,319,3,6,1,123,190,7
126,Venezuela,311,13,10,,126,175,4
127,Mali,309,,21,,77,211,
128,Isle of Man,307,,16,,221,70,20
129,Tanzania,284,,10,,48,226,7
130,Vietnam,270,2,,,225,45,8
131,El Salvador,261,11,8,,72,181,2
132,Jamaica,257,5,6,,28,223,
133,Paraguay,220,7,9,,70,141,1
134,Faeroe Islands,187,,,,178,9,
135,Congo,186,,6,,16,164,
136,Sudan,174,12,16,3,14,144,
137,Martinique,170,6,14,,77,79,6
138,Gabon,167,,2,,24,141,1
