,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,1067324,"52,259",56729,"3,562",226038,784557,38973
2,USA,259750,"14,873",6603,533,11972,241175,5781
3,Italy,119827,"4,585",14681,766,19758,85388,4068
4,Spain,117710,"5,645",10935,587,30513,76262,6416
5,Germany,89451,"4,657",1208,101,24575,63668,3936
6,China,81620,31,3322,4,76571,1727,379
7,France,59105,,5387,,12428,41290,6399
8,Iran,53183,"2,715",3294,134,17935,31954,4035
9,UK,38168,"4,450",3605,684,135,34428,163
10,Turkey,20921,"2,786",425,69,484,20012,1251
11,Switzerland,19303,476,573,37,4846,13884,348
12,Belgium,16770,"1,422",1143,132,2872,12755,1205
13,Netherlands,15723,"1,026",1487,148,250,13986,1182
14,Canada,11747,464,173,,1979,9595,120
15,Austria,11464,335,168,10,2022,9274,245
16,S. Korea,10062,86,174,5,6021,3867,55
17,Portugal,9886,852,246,37,68,9572,245
18,Brazil,8229,185,343,19,127,7759,296
19,Israel,7030,173,40,4,338,6652,115
20,Sweden,6131,563,358,50,205,5568,469
21,Australia,5350,36,28,3,585,4737,85
22,Norway,5296,149,57,7,32,5207,96
23,Russia,4149,601,34,4,281,3834,8
24,Czechia,4091,233,53,9,72,3966,77
25,Ireland,3849,,98,,5,3746,109
26,Denmark,3757,371,139,16,1193,2425,153
27,Chile,3737,333,22,4,427,3288,31
28,Ecuador,3368,205,145,25,65,3158,100
29,Malaysia,3333,217,53,3,827,2453,108
30,Poland,3266,320,65,8,56,3145,50
31,Romania,3183,445,122,7,283,2778,83
32,Philippines,3018,385,136,29,52,2830,1
33,Pakistan,2631,210,39,5,126,2466,10
34,Japan,2617,,63,,514,2040,60
35,Luxembourg,2612,125,31,1,500,2081,33
36,India,2567,24,72,,192,2303,
37,Saudi Arabia,2039,154,25,4,351,1663,41
38,Indonesia,1986,196,181,11,134,1671,
39,Thailand,1978,103,19,4,581,1378,23
40,Finland,1615,97,20,1,300,1295,72
41,Greece,1613,69,59,6,61,1493,92
42,Mexico,1510,132,50,13,633,827,1
43,South Africa,1505,43,7,2,95,1403,7
44,Dominican Republic,1488,108,68,8,16,1404,147
45,Serbia,1476,305,39,8,42,1395,81
46,Panama,1475,,37,,9,1429,50
47,Peru,1414,,55,,537,822,51
48,Iceland,1364,45,4,,309,1051,12
49,Argentina,1265,,39,3,266,960,
50,Algeria,1171,185,105,19,62,1004,
51,Colombia,1161,,19,,55,1087,50
52,Singapore,1114,65,5,1,282,827,24
53,Croatia,1079,68,8,1,92,979,39
54,Qatar,1075,126,3,,93,979,37
55,UAE,1024,,8,,96,920,2
56,Estonia,961,103,12,1,48,901,16
57,Ukraine,942,45,23,1,19,900,16
58,Slovenia,934,37,20,3,70,844,31
59,New Zealand,868,71,1,,103,764,2
60,Egypt,865,,58,,201,606,
61,Hong Kong,845,43,4,,173,668,8
62,Iraq,820,48,54,,226,540,
63,Armenia,736,73,7,,43,686,30
64,Morocco,735,27,47,3,49,639,1
65,Diamond Princess,712,,11,,619,82,10
66,Lithuania,696,47,9,,7,680,11
67,Bahrain,672,29,4,,382,286,3
68,Hungary,623,38,26,5,43,554,17
69,Moldova,591,86,8,2,26,557,65
70,Bosnia and Herzegovina,574,41,17,1,27,530,4
71,Lebanon,508,14,17,1,50,441,26
72,Tunisia,495,40,18,4,5,472,10
73,Latvia,493,35,1,1,1,491,3
74,Bulgaria,485,28,14,4,30,441,18
75,Kazakhstan,460,25,6,3,29,425,6
76,Slovakia,450,24,1,,10,439,3
77,Azerbaijan,443,43,5,,32,406,7
78,Andorra,439,11,16,1,16,407,12
79,North Macedonia,430,46,11,,17,402,8
80,Kuwait,417,75,,,82,335,16
81,Cyprus,396,40,11,1,28,357,11
82,Costa Rica,396,,2,,6,388,11
83,Uruguay,369,19,4,,68,297,13
84,Belarus,351,47,4,,53,294,11
85,Taiwan,348,9,5,,50,293,
86,Réunion,321,13,,,40,281,3
87,Cameroon,306,,7,,10,289,
88,Albania,304,27,17,1,89,198,7
89,Burkina Faso,302,14,16,,50,236,
90,Jordan,299,,5,,45,249,5
91,Afghanistan,273,,6,,10,257,
92,Cuba,269,36,6,,15,248,8
93,Oman,252,21,1,,57,194,3
94,San Marino,245,,30,,21,194,15
95,Vietnam,237,4,,,85,152,3
96,Channel Islands,232,39,4,1,13,215,
97,Honduras,222,3,15,1,3,204,10
98,Uzbekistan,221,16,2,,25,194,8
99,Senegal,207,12,1,,66,140,1
100,Ghana,204,,5,,31,168,2
101,Malta,202,6,,,2,200,2
102,Ivory Coast,194,,1,,15,178,
103,Palestine,193,32,1,,21,171,
104,Nigeria,190,6,2,,20,168,
105,Mauritius,186,17,7,,,179,1
106,Faeroe Islands,179,2,,,91,88,1
107,Montenegro,174,30,2,,1,171,4
108,Sri Lanka,156,5,4,,24,128,5
109,Georgia,148,14,,,27,121,6
110,Venezuela,146,,5,,43,98,6
111,Martinique,138,,3,,27,108,19
112,DRC,134,,13,,3,118,
113,Brunei,134,1,1,,65,68,3
114,Bolivia,132,9,9,1,1,122,3
115,Kyrgyzstan,130,14,1,1,5,124,5
116,Guadeloupe,128,,6,,24,98,14
117,Kenya,122,12,4,1,4,114,2
118,Mayotte,116,,1,,10,105,3
119,Isle of Man,114,19,1,,,113,
120,Cambodia,114,4,,,35,79,1
121,Niger,98,,5,,,93,
122,Trinidad and Tobago,97,3,6,1,1,90,
123,Gibraltar,95,7,,,46,49,
124,Paraguay,92,15,3,,4,85,4
125,Rwanda,84,,,,,84,
126,Liechtenstein,75,,,,,75,
127,Madagascar,65,6,,,,65,6
128,Bangladesh,61,5,6,,26,29,1
129,Monaco,60,,1,,2,57,2
130,Aruba,60,,,,1,59,
131,French Guiana,57,6,,,22,35,1
132,Guinea,52,,,,,52,
133,Guatemala,50,3,1,,12,37,1
134,Djibouti,49,9,,,8,41,
135,Jamaica,47,,3,,2,42,
136,El Salvador,46,5,2,,,44,4
137,Barbados,46,,,,,46,
138,Uganda,45,,,,,45,
139,Macao,42,1,,,10,32,
140,Togo,40,1,3,1,17,20,
141,Zambia,39,,1,,2,36,
142,French Polynesia,37,,,,,37,1
143,Mali,36,,3,,,33,
144,Bermuda,35,,,,11,24,
145,Ethiopia,35,6,,,3,32,2
146,Cayman Islands,28,,1,,,27,
147,Bahamas,24,,1,,1,22,1
148,Sint Maarten,23,5,2,1,6,15,
149,Congo,22,,2,,2,18,
150,Saint Martin,22,,1,,2,19,
151,Eritrea,22,,,,,22,
152,Gabon,21,,1,,1,19,
153,Myanmar,20,,1,,,19,
154,Tanzania,20,,1,,3,16,
155,Guyana,19,,4,,,15,
156,Maldives,19,,,,13,6,
157,Haiti,18,2,,,1,17,
158,New Caledonia,18,,,,1,17,
159,Syria,16,,2,,,14,
160,Equatorial Guinea,16,1,,,1,15,
161,Mongolia,14,,,,2,12,
162,Namibia,14,,,,3,11,
163,Benin,13,,,,1,12,
164,Saint Lucia,13,,,,1,12,
165,Dominica,12,,,,,12,
166,Curaçao,11,,1,,3,7,
167,Libya,11,,1,,,10,
168,Sudan,10,2,2,,2,6,
169,Greenland,10,,,,3,7,
170,Grenada,10,,,,,10,
171,Laos,10,,,,,10,
172,Mozambique,10,,,,,10,
173,Seychelles,10,,,,,10,
174,Suriname,10,,,,,10,
175,MS Zaandam,9,,2,,,7,
176,Zimbabwe,9,,1,,,8,
177,Antigua and Barbuda,9,,,,,9,
178,Guinea-Bissau,9,,,,,9,
179,Saint Kitts and Nevis,9,,,,,9,
180,Eswatini,9,,,,,9,
181,Angola,8,,2,,1,5,
182,CAR,8,5,,,,8,
183,Chad,8,,,,,8,
184,Fiji,7,,,,,7,
185,Vatican City,7,,,,,7,
186,Liberia,7,1,,,,7,
187,Cabo Verde,6,,1,,,5,
188,Mauritania,6,,1,,2,3,
189,Nepal,6,,,,1,5,
190,St. Barth,6,,,,1,5,
191,Nicaragua,5,,1,,,4,
192,Bhutan,5,,,,2,3,
193,Montserrat,5,,,,,5,
194,Somalia,5,,,,1,4,
195,Turks and Caicos,5,,,,,5,
196,Botswana,4,,1,,,3,
197,Gambia,4,,1,,2,1,
198,Belize,4,1,,,,4,
199,Anguilla,3,,,,,3,
200,British Virgin Islands,3,,,,,3,
201,Burundi,3,,,,,3,
202,Malawi,3,,,,,3,
203,St. Vincent Grenadines,3,1,,,1,2,
204,Caribbean Netherlands,2,,,,,2,
205,Sierra Leone,2,,,,,2,
206,Papua New Guinea,1,,,,,1,
207,Timor-Leste,1,,,,,1,
