,country,total,new case,death,new_death,recovered,active_cases,critical
114,Georgia,539,22,6,,178,355,6
115,Mayotte,539,79,4,,235,300,4
116,Channel Islands,537,,40,2,386,111,
117,DRC,500,9,31,1,65,404,
118,Mali,482,,25,,129,328,
119,Tanzania,480,,16,,167,297,7
120,Malta,465,2,4,,351,110,1
121,Jordan,453,2,8,,362,83,5
122,Taiwan,429,,6,,322,101,
123,Réunion,420,,,,300,120,2
124,Kenya,396,12,17,2,144,235,2
125,Jamaica,396,,7,,29,360,3
126,Maldives,396,118,1,,17,378,2
127,El Salvador,395,18,9,,118,268,3
128,Sudan,375,,28,,32,315,
129,Palestine,344,,2,,71,271,
130,Mauritius,332,,10,,310,12,3
131,Venezuela,331,,10,,142,179,2
132,Montenegro,322,,7,,214,101,2
133,Isle of Man,315,2,21,,260,34,21
134,Equatorial Guinea,315,,1,,9,305,
135,Gabon,276,,3,,67,206,1
136,Vietnam,270,,,,219,51,8
137,Paraguay,249,10,9,,111,129,1
138,Rwanda,225,,,,98,127,
139,Congo,220,13,9,1,19,192,
140,Guinea-Bissau,205,,1,,19,185,
141,Faeroe Islands,187,,,,184,3,
142,Martinique,178,3,14,,83,81,5
143,Guadeloupe,151,2,12,,95,44,11
144,Myanmar,150,,6,,27,117,
145,Gibraltar,144,3,,,131,13,
146,Liberia,141,,16,,45,80,
147,Brunei,138,,1,,124,13,2
148,Ethiopia,131,1,3,,59,69,
149,Madagascar,128,,,,92,36,1
150,French Guiana,126,1,1,,94,31,2
151,Sierra Leone,124,20,7,3,21,96,
152,Cambodia,122,,,,119,3,1
153,Togo,116,7,9,2,65,42,
154,Trinidad and Tobago,116,,8,,72,36,
155,Cabo Verde,113,,1,,2,110,
156,Bermuda,111,,6,,48,57,10
157,Zambia,106,9,3,,55,48,1
158,Aruba,100,,2,,73,25,4
159,Eswatini,100,9,1,,12,87,
160,Monaco,95,,4,,64,27,1
161,Liechtenstein,82,,1,,55,26,
162,Uganda,81,,,,52,29,
163,Bahamas,80,,11,,25,44,1
164,Barbados,80,,7,,39,34,4
165,Guyana,78,4,8,,18,52,3
166,Haiti,76,,7,1,8,61,
167,Mozambique,76,,,,12,64,
168,Sint Maarten,75,,13,,33,29,7
169,Cayman Islands,73,,1,,10,62,3
170,Benin,64,,1,,33,30,
171,Libya,61,,2,,18,41,
172,French Polynesia,58,,,,50,8,1
173,Nepal,57,,,,16,41,
174,Chad,52,,2,,19,31,
175,CAR,50,,,,10,40,
176,Macao,45,,,,35,10,1
177,Syria,43,,3,,21,19,
178,Zimbabwe,40,8,4,,5,31,
179,Eritrea,39,,,,19,20,
180,Saint Martin,38,,3,,24,11,3
181,Mongolia,38,,,,10,28,
182,Malawi,37,1,3,,7,27,1
183,South Sudan,35,1,,,,35,
184,Angola,27,,2,,7,18,
185,Antigua and Barbuda,24,,3,,11,10,1
186,Timor-Leste,24,,,,16,8,
187,Botswana,23,,1,,5,17,
188,Grenada,20,,,,13,7,4
189,Laos,19,,,,8,11,
190,Belize,18,,2,,9,7,1
191,Fiji,18,,,,12,6,
192,New Caledonia,18,,,,17,1,1
193,Saint Lucia,17,,,,15,2,
194,Curaçao,16,,1,,13,2,
195,Dominica,16,,,,13,3,
196,Namibia,16,,,,8,8,
197,St. Vincent Grenadines,16,,,,8,8,
198,Saint Kitts and Nevis,15,,,,6,9,
199,Tajikistan,15,15,,,,15,
200,Nicaragua,14,1,3,,7,4,
201,Sao Tome and Principe,14,6,,,4,10,
202,Falkland Islands,13,,,,11,2,
203,Turks and Caicos,12,,1,,5,6,
204,Burundi,11,,1,,4,6,
205,Gambia,11,1,1,,8,2,
206,Montserrat,11,,1,,2,8,1
207,Greenland,11,,,,11,0,
208,Vatican City,11,1,,,2,9,
209,Seychelles,11,,,,6,5,
210,Suriname,10,,1,,8,1,
211,MS Zaandam,9,,2,,,7,
212,Mauritania,8,,1,,6,1,
213,Papua New Guinea,8,,,,,8,
214,Bhutan,7,,,,5,2,
215,Yemen,6,,2,2,1,3,
216,British Virgin Islands,6,,1,,3,2,
217,St. Barth,6,,,,6,0,
218,Western Sahara,6,,,,5,1,
219,Caribbean Netherlands,5,,,,,5,
220,Anguilla,3,,,,3,0,
221,Comoros,1,1,,,,1,
222,Saint Pierre Miquelon,1,,,,,1,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
