,country,total,new case,death,new_death,recovered,active_cases,critical
1,,World,"5,556,574",+62119,"348,223",+1789,2332433,2875918
2,,,,,,,,
3,,,,,,,,
4,1,USA,"1,695,820",+9384,"99,537",+237,456595,1139688
5,,,,,,,,
6,,,,,,,,
7,2,Brazil,"367,906",+4288,"22,965",+249,149911,195030
8,3,Russia,"353,427",+8946,"3,633",+92,118798,230996
9,4,Spain,"282,852",,"28,752",,196958,57142
10,5,UK,"261,184",+1625,"36,914",+121,N/A,N/A
11,6,Italy,"230,158",+300,"32,877",+92,141981,55300
12,7,France,"182,584",,"28,367",,64617,89600
13,8,Germany,"180,602",+274,"8,395",+24,161200,11007
14,9,Turkey,"157,814",+987,"4,369",+29,120015,33430
15,10,India,"144,868",+6332,"4,172",+148,60498,80198
16,11,Iran,"137,724",+2023,"7,451",+34,107713,22560
17,12,Peru,"119,959",,"3,456",,49795,66708
18,,,,,,,,
19,13,Canada,"85,104",+405,"6,453",+29,44207,34444
20,14,China,"82,985",+11,"4,634",,78268,83
21,15,Saudi Arabia,"74,795",+2235,399,+9,45668,28728
22,16,Chile,"73,997",+4895,761,+43,29302,43934
23,17,Mexico,"68,620",+2764,"7,394",+215,47424,13802
24,18,Belgium,"57,342",+250,"9,312",+32,15297,32733
25,19,Pakistan,"56,349",+1748,"1,167",+34,17482,37700
26,20,Qatar,"45,465",+1751,26,+3,10363,35076
27,21,Netherlands,"45,445",+209,"5,830",+8,N/A,N/A
28,22,Ecuador,"37,355",+599,"3,203",+95,3560,30592
29,23,Belarus,"37,144",+946,204,+5,14449,22491
30,24,Bangladesh,"35,585",+1975,501,+21,7334,27750
31,25,Sweden,"33,843",+384,"4,029",+31,4971,24843
32,26,Singapore,"31,960",+344,23,,15738,16199
33,27,Portugal,"30,788",+165,"1,330",+14,17822,11636
34,28,Switzerland,"30,746",+10,"1,913",+7,28100,733
35,29,UAE,"30,307",+822,248,+3,15657,14402
36,30,Ireland,"24,698",+59,"1,606",,21060,2032
37,31,Indonesia,"22,750",+479,"1,391",+19,5642,15717
38,32,South Africa,"22,583",,429,,11100,11054
39,33,Kuwait,"21,967",+665,165,+9,6621,15181
40,34,Poland,"21,631",+305,"1,007",+11,9276,11348
