,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,4308357,"56,067",290165,"3,028",1555092,2463100,46585
2,,,,,,,,
3,,,,,,,,
4,USA,1393135,"7,301",82279,484,263641,1047215,16501
5,,,,,,,,
6,,,,,,,,
7,Spain,269520,"1,377",26920,176,180470,62130,1534
8,Russia,232243,"10,899",2116,107,43512,186615,2300
9,UK,226463,"3,403",32692,627,N/A,193427,1559
10,Italy,221216,"1,402",30911,172,109039,81266,952
11,France,177423,,26643,,56724,94056,2712
12,Germany,172812,236,7676,15,147200,17936,1576
13,Brazil,172243,"3,100",11980,355,67384,92879,8318
14,Turkey,141475,"1,704",3894,53,98889,38692,1045
15,Iran,110767,"1,481",6733,48,88357,15677,2713
16,China,82919,1,4633,,78171,115,10
17,India,73981,"3,213",2408,114,24124,47449,
18,Canada,70343,362,5049,56,33351,31943,502
19,,,,,,,,
20,Peru,68822,,1961,,22406,44455,785
21,Belgium,53779,330,8761,54,13732,31286,465
22,Netherlands,42984,196,5510,54,N/A,37224,463
23,Saudi Arabia,42925,"1,911",264,9,15257,27404,147
24,Mexico,36327,"1,305",3573,108,23100,9654,378
25,Pakistan,32674,"1,733",724,57,8555,23395,111
26,Chile,31721,"1,658",335,12,14125,17261,494
27,Ecuador,30419,910,2327,182,3433,24659,181
28,Switzerland,30380,36,1867,22,26800,1713,89
29,Portugal,27913,234,1163,19,3013,23737,113
30,Sweden,27272,602,3313,57,4971,18988,360
31,Qatar,25149,"1,526",14,,3019,22116,72
32,Belarus,24873,967,142,7,6974,17757,92
33,Singapore,24671,884,21,,3851,20799,20
34,Ireland,23242,107,1488,21,17110,4644,72
35,UAE,19661,783,203,2,6012,13446,1
36,Poland,16921,595,839,28,6131,9951,160
37,Bangladesh,16660,969,250,11,3147,13263,1
38,Israel,16526,20,258,,11956,4312,67
39,Ukraine,16023,375,425,17,3373,12225,211
40,Austria,15961,79,623,3,14148,1190,59
41,Japan,15847,,633,,8293,6921,267
42,Romania,15778,190,1002,20,7685,7091,238
43,Indonesia,14749,484,1007,16,3063,10679,
44,Colombia,11613,,479,,2825,8309,130
45,Philippines,11350,264,751,25,2106,8493,31
46,South Africa,11350,698,206,,4357,6787,77
47,S. Korea,10936,27,258,2,9670,1008,55
48,Dominican Republic,10900,266,402,9,3221,7277,131
49,Denmark,10591,78,533,,8328,1730,43
50,Kuwait,10277,991,75,10,3101,7101,158
51,Serbia,10243,67,220,2,3600,6423,23
52,Egypt,9746,,533,,2172,7041,41
53,Panama,8616,168,249,5,4687,3680,87
54,,,,,,,,
55,Czechia,8198,22,283,1,4865,3050,42
56,Norway,8132,,224,,32,7876,22
57,Australia,6964,16,97,,6229,638,16
58,Malaysia,6742,16,109,,5223,1410,16
59,Morocco,6418,137,188,,2991,3239,1
60,Argentina,6278,,317,3,1862,4099,170
61,Algeria,6067,176,515,8,2998,2554,22
62,Finland,6003,19,275,4,4300,1428,34
63,Bahrain,5409,173,9,1,2182,3218,5
64,Kazakhstan,5279,72,32,,2108,3139,31
65,Ghana,5127,427,22,,494,4611,5
66,Moldova,4995,,175,,1980,2840,251
67,Afghanistan,4963,276,127,5,610,4226,7
68,Nigeria,4641,,150,,902,3589,4
69,Luxembourg,3894,6,102,1,3610,182,22
70,Oman,3721,148,17,,1250,2454,27
71,Armenia,3538,146,47,1,1430,2061,10
72,Hungary,3313,29,425,4,1007,1881,45
73,Thailand,3017,2,56,,2798,163,61
74,Iraq,2913,95,112,2,1903,898,
75,Bolivia,2831,275,122,4,299,2410,3
76,Greece,2744,18,152,1,1374,1218,32
77,Cameroon,2689,,125,,1524,1040,28
78,Azerbaijan,2589,,32,,1680,877,28
79,Uzbekistan,2519,33,10,,2010,499,8
80,Guinea,2213,67,11,,771,1431,
81,Croatia,2207,11,91,,1808,308,11
82,Bosnia and Herzegovina,2158,17,117,4,1168,873,4
83,Honduras,2100,128,116,8,206,1778,10
84,Bulgaria,2023,33,95,2,476,1452,51
85,Senegal,1995,109,19,,742,1234,6
86,Iceland,1801,,10,,1776,15,
87,Cuba,1783,,77,,1229,477,7
88,Estonia,1746,5,61,,777,908,5
89,Ivory Coast,1730,,21,,818,891,
90,North Macedonia,1674,10,92,1,1205,377,21
91,Sudan,1526,,74,,161,1291,
92,New Zealand,1497,,21,,1398,78,2
93,Lithuania,1491,6,50,,850,591,17
94,Slovakia,1465,8,27,1,983,455,6
95,Slovenia,1461,1,102,,259,1100,9
96,Djibouti,1227,,3,,872,352,
97,Guatemala,1114,62,26,,111,977,5
98,DRC,1102,78,44,3,146,912,
99,Somalia,1089,,52,,121,916,2
100,Hong Kong,1048,,4,,991,53,1
101,Kyrgyzstan,1037,21,12,,709,316,13
102,Tunisia,1032,,45,,727,260,7
103,Mayotte,1023,,11,,492,520,9
104,El Salvador,998,40,18,,349,631,4
105,Latvia,950,4,18,,627,305,2
106,Maldives,904,7,3,,29,872,2
107,Cyprus,903,2,16,,401,486,10
108,Sri Lanka,884,21,9,,366,509,1
109,Albania,876,4,31,,682,163,1
110,Lebanon,870,11,26,,234,610,3
111,Niger,832,,46,,637,149,
112,Gabon,802,,9,,127,666,1
113,Costa Rica,801,,7,,517,277,6
114,Guinea-Bissau,761,,3,,26,732,
115,Burkina Faso,760,,50,,584,126,
116,Andorra,755,,48,,550,157,14
117,Paraguay,724,,10,,170,544,
118,,,,,,,,
119,Kenya,715,15,36,3,259,420,1
120,Mali,712,,39,,377,296,
121,Diamond Princess,712,,13,,651,48,4
122,Uruguay,711,,19,,523,169,8
123,Tajikistan,661,,21,,,640,
124,Georgia,639,1,11,,349,279,6
125,San Marino,638,10,41,,161,436,2
126,Jordan,576,14,9,,390,177,5
127,Channel Islands,547,1,42,1,455,50,
128,Tanzania,509,,21,,183,305,7
129,Malta,506,3,5,,434,67,1
130,Jamaica,505,3,9,,90,406,
131,Zambia,441,174,7,,117,317,1
132,Taiwan,440,,7,,372,61,
133,Equatorial Guinea,439,,4,,13,422,
134,Réunion,436,,,,354,82,5
135,Venezuela,422,,10,,205,207,2
136,Palestine,375,,2,,316,57,
137,Chad,357,35,40,9,76,241,
138,Sierra Leone,338,,19,,72,247,
