,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,1386161,"40,157",79014,"4,360",297379,1009768,47662
2,USA,380313,"13,309",11881,"1,010",21230,347202,9104
3,Spain,140511,"3,836",13897,556,43208,83406,7069
4,Italy,135586,"3,039",17127,604,24392,94067,3792
5,Germany,105519,"2,144",1902,92,36081,67536,4895
6,France,98010,,8911,,17250,71849,7072
7,China,81740,32,3331,,77167,1242,211
8,Iran,62589,"2,089",3872,133,27039,31678,3987
9,UK,55242,"3,634",6159,786,135,48948,1559
10,Turkey,30217,,649,,1326,28242,1415
11,Switzerland,22242,585,811,46,8056,13375,391
12,Belgium,22194,"1,380",2035,403,4157,16002,1260
13,Netherlands,19580,777,2101,234,250,17229,1424
14,Canada,17063,396,345,22,3796,12922,426
15,Austria,12599,302,243,23,4046,8310,243
16,Portugal,12442,712,345,34,184,11913,271
17,Brazil,12345,162,581,17,127,11637,296
18,S. Korea,10331,47,192,6,6694,3445,55
19,Israel,9006,102,60,3,683,8263,153
20,Sweden,7693,487,591,114,205,6897,640
21,Russia,7497,"1,154",58,11,494,6945,8
22,Australia,5919,24,48,3,2547,3324,93
23,Norway,5869,4,88,12,32,5749,83
24,Ireland,5364,,174,,25,5165,165
25,India,5172,394,137,1,382,4653,
26,Chile,5116,301,43,6,898,4175,337
27,Denmark,5071,390,203,16,1491,3377,127
28,Czechia,4944,122,88,10,172,4684,86
29,Poland,4666,253,129,22,191,4346,50
30,Romania,4417,360,197,21,460,3760,274
31,Pakistan,4005,239,55,2,429,3521,28
32,Malaysia,3963,170,63,1,1321,2579,92
33,Japan,3906,,92,,592,3222,79
34,Philippines,3764,104,177,14,84,3503,1
35,Ecuador,3747,,191,,100,3456,156
36,Luxembourg,2970,127,44,3,500,2426,35
37,Saudi Arabia,2795,190,41,3,615,2139,41
38,Indonesia,2738,247,221,12,204,2313,
39,Peru,2561,,92,,997,1472,89
40,Serbia,2447,247,61,3,118,2268,109
41,Mexico,2439,296,125,31,633,1681,89
42,Finland,2308,132,34,7,300,1974,81
43,Thailand,2258,38,27,1,824,1407,30
44,Panama,2100,,55,,14,2031,88
45,UAE,2076,,11,,167,1898,1
46,Dominican Republic,1956,128,98,12,33,1825,147
47,Greece,1832,77,81,2,269,1482,90
48,Qatar,1832,,4,,131,1697,37
49,South Africa,1749,63,13,1,95,1641,7
50,Argentina,1628,,55,2,338,1235,96
51,Iceland,1586,24,6,,559,1021,11
52,Colombia,1579,,46,,88,1445,50
53,Singapore,1481,106,6,,377,1098,29
54,Algeria,1468,45,193,20,113,1162,46
55,Ukraine,1462,143,45,7,28,1389,16
56,Egypt,1322,,85,,259,978,
57,Croatia,1282,60,18,2,167,1097,35
58,New Zealand,1160,54,1,,241,918,14
59,Estonia,1149,41,21,2,69,1059,12
60,Morocco,1141,21,83,3,88,970,1
61,Iraq,1122,91,65,1,373,684,
62,Slovenia,1059,38,36,6,102,921,30
63,Moldova,1056,91,22,3,40,994,80
64,Hong Kong,936,21,4,,236,696,12
65,Lithuania,880,37,15,,8,857,11
66,Belarus,861,161,13,,54,794,31
67,Armenia,853,20,8,,87,758,30
68,Hungary,817,73,47,9,71,699,17
69,Bahrain,811,55,4,,458,349,4
70,Bosnia and Herzegovina,754,80,33,4,68,653,4
71,Kuwait,743,78,1,,105,637,23
72,Azerbaijan,717,76,8,1,44,665,23
73,Diamond Princess,712,,11,,619,82,10
74,Kazakhstan,685,23,6,,50,629,16
75,Cameroon,658,,9,,17,632,
76,North Macedonia,599,29,26,3,30,543,15
77,Tunisia,596,,22,,25,549,39
78,Slovakia,581,47,2,,13,566,3
79,Bulgaria,577,28,23,1,42,512,21
80,Lebanon,548,7,19,,60,469,27
81,Latvia,548,6,2,1,16,530,5
82,Andorra,525,,21,,31,473,12
83,Uzbekistan,504,47,2,,30,472,8
84,Cyprus,494,29,9,,47,438,13
85,Costa Rica,467,,2,,18,447,14
86,Afghanistan,423,56,14,3,18,391,
87,Uruguay,415,,6,,123,286,14
