,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,4490958,"65,302",301616,"3,851",1690669,2498673,45715
2,,,,,,,,
3,,,,,,,,
4,USA,1441055,"10,707",86098,901,311721,1043236,16337
5,,,,,,,,
6,,,,,,,,
7,Spain,272646,"1,551",27321,217,186480,58845,1376
8,Russia,252245,"9,974",2305,93,53530,196410,2300
9,UK,233151,"3,446",33614,428,N/A,199193,1559
10,Italy,223096,992,31368,262,115288,76440,855
11,Brazil,196375,"7,218",13555,397,78424,104396,8318
12,France,178060,,27425,351,59605,91030,2299
13,Germany,174478,380,7884,23,150300,16294,1465
14,Turkey,144749,"1,635",4007,55,104030,36712,963
15,Iran,114533,"1,808",6854,71,90539,17140,2758
16,China,82929,3,4633,,78195,101,9
17,India,81990,"3,935",2649,98,27956,51385,
18,Peru,76306,,2169,,24324,49813,806
19,,,,,,,,
20,Canada,73331,"1,053",5468,166,35922,31941,502
21,Belgium,54288,307,8903,60,14111,31274,407
22,Saudi Arabia,46869,"2,039",283,10,19051,27535,156
23,Netherlands,43481,270,5590,28,N/A,37641,410
24,Mexico,40186,"1,862",4220,294,26990,8976,378
25,Chile,37040,"2,659",368,22,15655,21017,663
26,Pakistan,35788,490,770,9,9695,25323,111
27,Ecuador,30486,,2334,,3433,24719,190
28,Switzerland,30463,50,1872,2,27100,1491,79
29,Sweden,28582,673,3529,69,4971,20082,351
30,Portugal,28319,187,1184,9,3198,23937,108
31,Qatar,28272,"1,733",14,,3356,24902,72
32,Belarus,26772,947,151,5,8168,18453,92
33,Singapore,26098,752,21,,4809,21268,20
34,Ireland,23827,426,1506,9,19470,2851,69
35,UAE,21084,698,208,2,6930,13946,1
36,Bangladesh,18863,"1,041",283,14,3361,15219,1
37,Poland,17615,411,883,22,6696,10036,160
38,Ukraine,16847,422,456,17,4143,12248,222
39,Israel,16579,31,265,1,12521,3793,62
40,Romania,16247,245,1053,17,9053,6141,225
41,Austria,16058,61,626,2,14405,1027,54
42,Japan,16049,,678,,8920,6451,243
43,Indonesia,16006,568,1043,15,3518,11445,
44,Colombia,12930,,509,,3133,9288,130
45,South Africa,12739,665,238,19,5676,6825,119
46,Kuwait,11975,947,88,6,3451,8436,175
47,Philippines,11876,258,790,18,2337,8749,77
48,Dominican Republic,11320,124,422,13,3351,7547,131
49,S. Korea,10991,29,260,1,9762,969,55
50,Egypt,10829,398,571,15,2626,7632,41
51,Denmark,10713,46,537,4,8805,1371,35
52,Serbia,10374,79,224,2,4084,6066,22
53,Panama,8944,161,256,4,6067,2621,87
54,,,,,,,,
55,Czechia,8330,61,292,2,5227,2811,42
56,Norway,8187,12,232,3,32,7923,23
57,Australia,6989,9,98,,6301,590,18
58,Argentina,6879,,344,15,2385,4150,170
59,Malaysia,6819,40,112,1,5351,1356,16
60,Morocco,6607,95,190,2,3310,3107,1
61,Algeria,6442,189,529,7,3158,2755,22
62,Finland,6145,91,287,3,4300,1558,33
63,Bahrain,6069,253,10,,2220,3839,6
64,Afghanistan,5639,413,136,4,691,4812,7
65,Kazakhstan,5571,154,32,,2408,3131,31
66,Moldova,5553,147,194,9,2228,3131,251
67,Ghana,5408,,24,,514,4870,5
68,Nigeria,4971,,164,,1070,3737,7
69,Oman,4341,322,18,1,1303,3020,31
70,Luxembourg,3915,11,103,,3665,147,11
71,Armenia,3860,142,49,1,1572,2239,10
72,Hungary,3380,39,436,6,1169,1775,49
73,Bolivia,3148,184,142,14,339,2667,3
74,Iraq,3143,111,115,,2028,1000,
75,Thailand,3018,1,56,,2850,112,61
76,Cameroon,2954,154,139,3,1553,1262,28
77,Azerbaijan,2879,121,35,,1833,1011,29
78,Greece,2770,10,156,1,1374,1240,24
79,Uzbekistan,2636,24,11,,2136,489,8
80,Guinea,2374,,14,,856,1504,
81,Honduras,2255,175,123,2,237,1895,10
82,Croatia,2221,8,94,,1850,277,7
