,country,total,new case,death,new_death,recovered,active_cases,critical
1,USA,94425,"8,990",1429,134,2447,90549,2463
2,Italy,86498,"5,909",9134,919,10950,66414,3732
3,China,81340,55,3292,5,74588,3460,1034
4,Spain,64059,"6,273",4934,569,9357,49768,4165
5,Germany,49344,"5,406",304,37,5673,43367,23
6,Iran,32332,"2,926",2378,144,11133,18821,2893
7,France,29155,,1696,,4948,22511,3375
8,UK,14543,"2,885",759,181,135,13649,163
9,Switzerland,12928,"1,117",231,39,897,11800,203
10,S. Korea,9332,91,139,8,4528,4665,59
11,Netherlands,8603,"1,172",546,112,3,8054,761
12,Austria,7610,701,58,9,225,7327,128
13,Belgium,7284,"1,049",289,69,858,6137,690
14,Turkey,5698,"2,069",92,17,42,5564,241
15,Canada,4610,567,39,,228,4343,120
16,Portugal,4268,724,76,16,43,4149,71
17,Norway,3696,324,19,5,6,3671,70
18,Australia,3180,130,13,,170,2997,23
19,Sweden,3046,206,92,15,16,2938,214
20,Israel,3035,342,12,4,79,2944,49
21,Brazil,3027,42,77,,6,2944,296
22,Czechia,2279,354,9,,11,2259,34
23,Malaysia,2161,130,26,3,259,1876,54
24,Denmark,2010,133,52,11,1,1957,109
25,Ireland,1819,,19,,5,1795,47
26,Chile,1610,304,5,1,43,1562,7
27,Luxembourg,1605,152,15,6,40,1550,25
28,Ecuador,1595,192,36,2,3,1556,58
29,Japan,1387,,47,,359,981,57
30,Poland,1340,119,16,,7,1317,3
31,Pakistan,1331,130,9,,23,1299,7
32,Romania,1292,263,25,2,115,1152,32
33,South Africa,1170,243,2,2,12,1156,7
34,Thailand,1136,91,5,1,97,1034,11
35,Saudi Arabia,1104,92,3,,35,1066,6
36,Indonesia,1046,153,87,9,46,913,
37,Finland,1041,83,7,2,10,1024,32
38,Russia,1036,196,3,,45,988,8
39,Greece,966,74,28,1,52,886,66
40,Iceland,890,88,2,,97,791,18
41,India,887,160,20,,73,794,
42,Philippines,803,96,54,9,31,718,1
43,Singapore,732,49,2,,183,547,17
44,Diamond Princess,712,,10,,597,105,15
45,Panama,674,,9,,2,663,20
46,Slovenia,632,70,9,3,10,613,14
47,Argentina,589,,13,1,72,504,
48,Croatia,586,91,3,,37,546,14
49,Mexico,585,110,8,2,4,573,1
50,Dominican Republic,581,93,20,10,3,558,
51,Peru,580,,9,,14,557,14
52,Estonia,575,37,1,,11,563,7
53,Qatar,562,13,,,43,519,6
54,Serbia,528,71,8,1,42,478,25
55,Hong Kong,518,64,4,,111,403,5
56,Egypt,495,,24,,102,369,
57,Colombia,491,,6,,8,477,
58,Bahrain,466,8,4,,227,235,1
59,Iraq,458,76,40,4,122,296,
60,Algeria,409,42,26,1,29,354,
61,Lebanon,391,23,7,1,23,361,3
62,New Zealand,368,,,,37,331,1
63,Lithuania,345,46,5,1,1,339,2
64,Morocco,333,58,21,10,11,301,1
65,UAE,333,,2,,52,279,2
66,Armenia,329,39,1,,28,300,6
67,Hungary,300,39,10,,34,256,6
68,Bulgaria,293,29,3,,9,281,8
69,Latvia,280,36,,,1,279,
70,Slovakia,269,43,,,2,267,1
71,Andorra,267,43,3,,1,263,11
72,Taiwan,267,15,2,,30,235,
73,Uruguay,238,,,,,238,3
74,Bosnia and Herzegovina,231,40,4,1,5,222,1
75,Costa Rica,231,,2,,2,227,5
76,Tunisia,227,30,6,1,2,219,10
77,Ukraine,226,30,5,,5,216,
78,Kuwait,225,17,,,57,168,11
79,San Marino,223,15,21,,4,198,12
80,North Macedonia,219,18,3,,3,213,1
81,Jordan,212,,,,2,210,
82,Moldova,199,22,2,1,2,195,33
83,Albania,186,12,8,2,31,147,3
84,Burkina Faso,180,28,9,2,12,159,
85,Azerbaijan,165,43,3,,15,147,6
86,Vietnam,163,10,,,20,143,3
87,Cyprus,146,,5,2,4,137,3
88,Réunion,145,10,,,1,144,
89,Faeroe Islands,144,4,,,54,90,2
90,Malta,139,5,,,2,137,1
91,Kazakhstan,137,24,1,,3,133,
92,Ghana,136,4,4,,1,131,1
93,Oman,131,22,,,23,108,
94,Senegal,119,14,,,11,108,
95,Brunei,115,1,,,11,104,1
96,Venezuela,107,,1,,31,75,2
97,Sri Lanka,106,,,,7,99,5
98,Cambodia,99,1,,,11,88,1
99,Ivory Coast,96,,,,3,93,
100,Afghanistan,94,,4,,2,88,
101,Mauritius,94,13,2,,,92,1
102,Belarus,94,8,,,32,62,2
103,Palestine,91,5,1,,17,73,
104,Cameroon,88,13,2,1,2,84,
105,Uzbekistan,88,13,1,1,5,82,8
106,Martinique,81,,1,,,80,12
107,Georgia,81,2,,,13,68,1
108,Cuba,80,13,2,,4,74,2
109,Channel Islands,80,14,1,,,79,
110,Montenegro,75,6,1,,,74,1
111,Guadeloupe,73,,1,,,72,4
112,Honduras,68,1,1,,,67,
113,Trinidad and Tobago,66,1,2,1,1,63,
114,Nigeria,65,,1,,3,61,
115,Bolivia,61,,,,,61,
116,Kyrgyzstan,58,14,,,,58,
117,Liechtenstein,56,,,,,56,
118,Gibraltar,55,20,,,14,41,
119,Paraguay,52,11,3,,1,48,1
120,DRC,51,,3,,2,46,
121,Mayotte,50,14,,,,50,
122,Rwanda,50,,,,,50,
123,Bangladesh,48,4,5,,11,32,1
124,Monaco,42,9,,,1,41,
125,Macao,34,1,,,10,24,
126,Kenya,31,,1,,1,29,2
127,French Polynesia,30,,,,,30,
128,Isle of Man,29,3,,,,29,
129,Aruba,28,,,,1,27,
130,French Guiana,28,,,,6,22,
131,Jamaica,26,,1,,2,23,
132,Guatemala,25,,1,,4,20,
133,Togo,25,1,,,1,24,
134,Barbados,24,,,,,24,
135,Madagascar,24,1,,,,24,
136,Zambia,22,6,,,,22,
137,Uganda,18,4,,,,18,
138,Ethiopia,16,4,,,,16,
139,Bermuda,15,,,,2,13,
140,New Caledonia,15,1,,,,15,
141,Maldives,14,1,,,9,5,
142,El Salvador,13,,,,,13,
143,Tanzania,13,,,,1,12,
144,Djibouti,12,1,,,,12,
145,Equatorial Guinea,12,,,,,12,
146,Dominica,11,,,,,11,
147,Mali,11,7,,,,11,
