,country,total,new case,death,new_death,recovered,active_cases,critical
1,,World,"4,946,171",+58047,"322,579",+2614,1936658,2686934
2,,,,,,,,
3,,,,,,,,
4,1,USA,"1,558,175",+7881,"92,478",+497,360058,1105639
5,,,,,,,,
6,,,,,,,,
7,2,Russia,"299,941",+9263,"2,837",+115,76130,220974
8,3,Spain,"278,188",,"27,709",,196958,53521
9,4,Brazil,"261,717",+6349,"17,381",+528,100459,143877
10,5,UK,"248,818",+2412,"35,341",+545,N/A,N/A
11,6,Italy,"226,699",+813,"32,169",+162,129401,65129
12,7,France,"179,927",,"28,239",,61728,89960
13,8,Germany,"177,696",+407,"8,161",+38,155700,13835
14,9,Turkey,"151,615",+1022,"4,199",+28,112895,34521
15,10,Iran,"124,603",+2111,"7,119",+62,97173,20311
16,11,India,"103,935",+3607,"3,216",+60,40865,59854
17,12,Peru,"94,933",,"2,789",,30306,61838
18,,,,,,,,
19,13,China,"82,960",+6,"4,634",,78241,85
20,14,Canada,"78,500",+428,"5,858",+16,39488,33154
21,15,Saudi Arabia,"59,854",+2509,329,+9,31634,27891
22,16,Belgium,"55,791",+232,"9,108",+28,14687,31996
23,17,Mexico,"51,633",+2414,"5,332",+155,35388,10913
24,18,Chile,"49,579",+3520,509,+31,21507,27563
25,19,Netherlands,"44,249",+108,"5,715",+21,N/A,N/A
26,20,Pakistan,"43,966",+1841,939,+36,12489,30538
27,21,Qatar,"35,606",+1637,15,,5634,29957
28,22,Ecuador,"33,582",,"2,799",,3433,27350
29,23,Belarus,"31,508",+936,175,+4,10620,20713
30,24,Sweden,"30,799",+422,"3,743",+45,4971,22085
31,25,Switzerland,"30,618",+21,"1,891",+5,27600,1127
32,26,Portugal,"29,432",+223,"1,247",+16,6431,21754
33,27,Singapore,"28,794",+451,22,,10365,18407
34,28,Bangladesh,"25,121",+1251,370,+21,4993,19758
35,29,UAE,"25,063",+873,227,+3,10791,14045
36,30,Ireland,"24,251",+51,"1,561",+14,19470,3220
37,31,Poland,"19,268",+383,948,+12,7903,10417
38,32,Ukraine,"18,876",+260,548,+13,5632,12696
39,33,Indonesia,"18,496",+486,"1,221",+30,4467,12808
40,34,Romania,"17,191",+155,"1,137",+17,10166,5888
41,35,Kuwait,"16,764",+1073,121,+3,4681,11962
42,36,Israel,"16,650",+7,277,+1,13299,3074
43,37,South Africa,"16,433",,286,,7298,8849
44,38,Austria,"16,321",+52,632,+3,14678,1011
45,39,Japan,"16,305",,749,,11564,3992
46,40,Colombia,"16,295",,592,,3903,11800
47,41,Dominican Republic,"13,223",+498,441,+7,6613,6169
48,42,Philippines,"12,942",+224,837,+6,2843,9262
49,43,Egypt,"12,764",,645,,3440,8679
50,44,S. Korea,"11,078",+13,263,,9938,877
51,45,Denmark,"11,044",+76,551,+3,9416,1077
52,46,Serbia,"10,733",+34,234,+3,4904,5595
53,47,Panama,"9,726",+120,279,+4,6081,3366
54,,,,,,,,
55,48,Czechia,"8,630",+44,302,+5,5725,2603
56,49,Argentina,"8,371",,382,,2625,5364
57,50,Norway,"8,264",+7,233,,32,7999
58,51,Afghanistan,"7,653",+581,178,+5,850,6625
59,52,Algeria,"7,377",+176,561,+6,3746,3070
60,53,Bahrain,"7,374",+190,12,,2952,4410
61,54,Australia,"7,068",+8,100,+1,6413,555
62,55,Morocco,"7,023",+71,193,+1,3901,2929
63,56,Malaysia,"6,978",+37,114,+1,5646,1218
64,57,Kazakhstan,"6,751",+311,35,,3598,3118
65,58,Finland,"6,399",+19,301,+1,5000,1098
66,59,Moldova,"6,340",+202,221,+4,2508,3611
67,60,Nigeria,"6,175",,191,,1644,4340
68,61,Ghana,"5,918",+183,31,+2,1754,4133
69,62,Oman,"5,671",+292,27,+2,1574,4070
70,63,Armenia,"5,041",+218,64,+3,2164,2813
71,64,Bolivia,"4,263",+175,174,+5,503,3586
72,65,Luxembourg,"3,947",,107,,3715,125
73,66,Iraq,"3,611",+57,131,+4,2366,1114
74,67,Hungary,"3,556",+21,467,+5,1412,1677
75,68,Cameroon,"3,529",,140,,1567,1822
76,69,Azerbaijan,"3,518",+131,41,+1,2198,1279
77,70,Thailand,"3,033",+2,56,,2857,120
78,71,Greece,"2,840",+4,165,,1374,1301
79,72,Uzbekistan,"2,825",+34,13,,2338,474
80,73,Honduras,"2,798",+152,146,+4,340,2312
81,74,Guinea,"2,796",,16,,1263,1517
82,75,Senegal,"2,617",+73,30,+4,1133,1454
83,76,Sudan,"2,591",,105,,247,2239
84,77,Bosnia and Herzegovina,"2,321",+17,134,+1,1522,665
85,78,Bulgaria,"2,259",+24,112,+2,646,1501
86,79,Croatia,"2,232",+4,96,+1,1967,169
87,80,Ivory Coast,"2,119",,28,,1040,1051
88,81,Guatemala,"2,001",+89,38,+3,139,1824
89,82,Tajikistan,"1,936",+207,41,,,1895
90,83,Cuba,"1,881",,79,,1505,297
91,84,North Macedonia,"1,839",+22,106,+2,1351,382
92,85,Iceland,"1,802",,10,,1789,3
93,86,Estonia,"1,791",+7,64,,938,789
94,87,Lithuania,"1,562",+15,60,+1,1025,477
95,88,DRC,"1,538",,61,,272,1205
96,89,Djibouti,"1,518",,7,,1033,478
97,90,New Zealand,"1,503",+4,21,,1442,40
98,91,El Salvador,"1,498",+85,30,,502,966
99,92,Slovakia,"1,495",,28,,1192,275
100,93,Slovenia,"1,467",+1,104,,1335,28
101,94,Somalia,"1,455",,57,,163,1235
102,95,Gabon,"1,432",,11,,301,1120
103,96,Mayotte,"1,370",,18,,627,725
104,97,Kyrgyzstan,"1,243",+27,14,,898,331
105,98,Maldives,"1,143",+37,4,,80,1059
106,99,Hong Kong,"1,056",,4,,1025,27
107,100,Tunisia,"1,043",,46,+1,819,178
108,101,Guinea-Bissau,"1,032",,4,,38,990
109,102,Sri Lanka,"1,021",+29,9,,569,443
110,103,Latvia,"1,012",+3,21,+2,694,297
111,104,Kenya,963,+51,50,,358,555
112,105,Lebanon,954,+23,26,,251,677
113,106,Albania,949,+1,31,,742,176
114,107,Cyprus,918,+1,17,,515,386
115,108,Niger,909,,55,,714,140
116,109,Mali,901,+27,53,+1,529,319
117,110,Costa Rica,866,,10,,575,281
118,111,Paraguay,829,+41,11,,230,588
119,112,Burkina Faso,796,,51,,652,93
120,113,Zambia,772,+11,7,,192,573
121,114,Andorra,761,,51,,628,82
122,115,Uruguay,737,,20,,569,148
123,,,,,,,,
124,116,Equatorial Guinea,719,,7,,22,690
125,117,Diamond Princess,712,,13,,651,48
126,118,Georgia,707,+6,12,,456,239
127,119,San Marino,655,+1,41,,211,403
128,120,Jordan,629,,9,,413,207
129,121,Venezuela,618,,10,,253,355
130,122,Malta,569,+11,6,,460,103
131,123,Channel Islands,555,,43,,475,37
132,124,Chad,545,+26,56,+3,139,350
133,125,Haiti,533,,21,,21,491
134,126,Jamaica,520,,9,,131,380
135,127,Sierra Leone,519,,33,,148,338
136,128,Tanzania,509,,21,,183,305
137,129,Réunion,446,,,,354,92
138,130,Taiwan,440,,7,,401,32
139,131,Congo,420,+8,15,,132,273
140,132,Nepal,402,+27,2,,37,363
141,133,Palestine,391,+3,2,,346,43
142,134,CAR,366,+39,,,18,348
143,135,Ethiopia,365,+13,5,,120,240
144,136,Benin,339,,2,,83,254
145,137,Isle of Man,335,,24,,296,15
146,138,Mauritius,332,,10,,322,0
147,139,Togo,330,,12,,106,212
148,140,Cabo Verde,328,,3,,85,240
149,141,Madagascar,326,+4,2,+1,119,205
150,142,Montenegro,324,,9,,312,3
151,143,Vietnam,324,,,,263,61
152,144,Rwanda,297,,,,203,94
153,145,South Sudan,290,,4,,4,282
154,146,Uganda,260,+12,,,63,197
155,147,Sao Tome and Principe,246,,7,,4,235
156,148,Liberia,233,+4,23,+1,125,85
157,149,French Guiana,210,,1,,131,78
158,150,Eswatini,208,+3,2,,87,119
159,151,Martinique,192,,14,,91,87
