,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,999805,"64,608",51315,"4,123",210191,738299,37003
2,USA,235385,"20,382",5604,502,10324,219457,5421
3,Italy,115242,"4,668",13915,760,18278,83049,4053
4,Spain,110238,"6,120",10096,709,26743,73399,6092
5,Germany,84264,"6,283",1074,143,21400,61790,3936
6,China,81589,35,3318,6,76408,1863,429
7,France,59105,"2,116",4503,471,12428,42174,6017
8,Iran,50468,"2,875",3160,124,16711,30597,3956
9,UK,33718,"4,244",2921,569,135,30662,163
10,Switzerland,18827,"1,059",536,48,4013,14278,348
11,Turkey,18135,"2,456",356,79,415,17364,783
12,Belgium,15348,"1,384",1011,183,2495,11842,1144
13,Netherlands,14697,"1,083",1339,166,250,13108,1053
14,Austria,11076,365,158,12,1749,9169,227
15,Canada,11068,"1,337",134,20,1891,9043,120
16,S. Korea,9976,89,169,4,5828,3979,55
17,Portugal,9034,783,209,22,68,8757,230
18,Brazil,7031,151,252,10,127,6652,296
19,Israel,6808,716,34,8,289,6485,107
20,Sweden,5466,519,282,43,103,5081,429
21,Australia,5139,91,25,2,345,4769,50
22,Norway,5131,254,50,6,32,5049,96
23,Ireland,3849,402,98,13,5,3746,109
24,Czechia,3805,216,44,5,67,3694,72
25,Russia,3548,771,30,6,235,3283,8
26,Chile,3404,373,18,2,335,3051,31
27,Denmark,3386,279,123,19,1089,2174,153
28,Ecuador,3163,405,120,22,58,2985,100
29,Malaysia,3116,208,50,5,767,2299,105
30,Romania,2738,278,114,22,267,2357,78
31,Poland,2692,138,51,8,56,2585,50
32,Philippines,2633,322,107,11,51,2475,1
33,Luxembourg,2487,168,30,1,80,2377,31
34,Pakistan,2386,268,33,6,107,2246,9
35,Japan,2384,,57,,472,1855,69
36,India,2341,343,68,10,177,2096,
37,Saudi Arabia,1885,165,21,5,328,1536,31
38,Thailand,1875,104,15,3,505,1355,23
39,Indonesia,1790,113,170,13,112,1508,
40,Greece,1544,129,53,2,61,1430,91
41,Finland,1518,72,19,2,300,1199,65
42,South Africa,1462,82,5,,50,1407,7
43,Peru,1414,91,47,9,394,973,49
44,Dominican Republic,1380,96,60,3,16,1304,147
45,Mexico,1378,163,37,8,35,1306,1
46,Iceland,1319,99,4,2,284,1031,12
47,Panama,1317,,32,,9,1276,50
48,Serbia,1171,111,31,3,42,1098,81
49,Argentina,1133,,34,2,256,843,
50,Colombia,1065,,17,,39,1009,47
51,Singapore,1049,49,4,1,266,779,24
52,Croatia,1011,48,7,1,88,916,34
53,Algeria,986,139,63,5,61,862,
54,Slovenia,897,56,17,2,70,810,31
55,Estonia,858,79,11,6,45,802,16
56,Egypt,850,71,52,,179,619,
57,Qatar,835,,2,,71,762,37
58,UAE,814,,8,,61,745,2
59,Ukraine,804,10,20,,13,771,
60,Hong Kong,802,36,4,,154,644,8
61,New Zealand,797,89,1,,92,704,2
62,Iraq,772,44,54,2,202,516,
63,Diamond Princess,712,,11,,619,82,15
64,Morocco,691,37,44,5,30,617,1
65,Armenia,663,92,5,1,33,625,30
66,Lithuania,649,68,9,1,7,633,11
