,country,total,new case,death,new_death,recovered,active_cases,critical
46,Denmark,10319,101,526,4,8093,1700,39
47,Colombia,10051,,428,,2424,7199,130
48,Serbia,10032,89,213,4,2732,7087,43
49,Dominican Republic,9882,506,385,5,2584,6913,134
50,South Africa,9420,525,186,8,3983,5251,77
51,,,,,,,,
52,Egypt,8476,,503,,1945,6028,41
53,Czechia,8089,12,276,3,4446,3367,47
54,Panama,8070,202,231,6,886,6953,85
55,Norway,8070,,218,,32,7820,27
56,Kuwait,7623,415,49,2,2622,4952,95
57,Australia,6929,15,97,,6135,697,19
58,Malaysia,6589,54,108,1,4929,1552,18
59,Morocco,5910,199,186,,2461,3263,1
60,Finland,5880,142,265,5,4000,1615,45
61,Argentina,5611,,293,,1728,3590,148
62,Algeria,5558,189,494,6,2546,2518,22
63,Kazakhstan,4946,112,31,,1740,3175,31
64,Moldova,4728,,159,9,1925,2644,237
65,Bahrain,4595,151,8,,2049,2538,2
66,Afghanistan,4033,255,115,6,502,3416,7
67,Ghana,4012,,18,,323,3671,8
68,Nigeria,3912,,117,,679,3116,4
69,Luxembourg,3877,6,101,1,3550,226,15
70,Oman,3224,112,17,1,1068,2139,17
71,Hungary,3213,35,405,13,904,1904,74
72,Armenia,3175,146,44,1,1267,1864,10
73,Thailand,3004,4,56,1,2787,161,61
74,Greece,2710,19,151,1,1374,1185,28
75,Iraq,2679,76,107,3,1702,870,
76,Azerbaijan,2422,143,31,3,1620,771,29
77,Uzbekistan,2349,24,10,,1803,536,8
78,Cameroon,2274,7,108,,1232,934,12
79,Bolivia,2266,185,106,4,237,1923,3
80,Croatia,2176,15,87,1,1726,363,13
81,Bosnia and Herzegovina,2090,20,102,4,1059,929,4
82,Guinea,2009,,11,,663,1335,
83,Bulgaria,1921,49,90,4,422,1409,56
84,Iceland,1801,,10,,1765,26,
85,Honduras,1771,86,107,2,192,1472,10
86,Cuba,1754,13,74,,1140,540,8
87,Estonia,1733,8,60,4,747,926,5
88,Senegal,1634,83,15,2,643,976,6
89,North Macedonia,1622,36,91,1,1112,419,21
90,Ivory Coast,1602,,20,,754,828,
91,New Zealand,1492,2,21,,1368,103,2
92,Slovakia,1455,,26,,919,510,5
93,Slovenia,1454,4,101,1,255,1098,10
94,Lithuania,1444,8,49,,828,567,17
95,Djibouti,1189,54,3,,834,352,
96,Sudan,1111,,59,,102,950,
97,Hong Kong,1045,,4,,967,74,1
98,Tunisia,1030,,45,,638,347,24
99,Somalia,997,69,48,4,110,839,2
100,DRC,937,74,39,3,130,768,
101,Kyrgyzstan,931,25,12,,658,261,13
102,Latvia,930,2,18,,464,448,2
103,Guatemala,900,68,24,1,101,775,5
104,Cyprus,892,1,15,,401,476,10
105,Albania,856,6,31,,627,198,7
106,Mayotte,854,,10,,352,492,7
107,Sri Lanka,847,12,9,,260,578,1
108,Lebanon,809,13,26,,234,549,4
109,Niger,795,,44,,600,151,
110,El Salvador,784,42,16,,276,492,4
111,Costa Rica,773,,6,,461,306,6
112,Maldives,766,22,3,,20,743,2
113,Andorra,754,2,48,1,545,161,14
114,Burkina Faso,744,,48,,566,130,
115,,,,,,,,
116,Diamond Princess,712,,13,,645,54,4
117,Uruguay,694,,18,,506,170,7
118,Mali,692,24,37,2,298,357,
119,Kenya,649,28,30,1,207,412,1
120,San Marino,637,14,41,,126,470,3
121,Georgia,626,3,10,,297,319,6
122,Gabon,620,,8,,110,502,1
123,Tajikistan,612,90,20,8,,592,
124,Guinea-Bissau,594,,2,,25,567,
125,Paraguay,563,,10,,152,401,9
126,Channel Islands,545,,41,,447,57,
127,Jordan,522,14,9,,387,126,5
128,Tanzania,509,,21,,183,305,7
129,Jamaica,490,2,9,,62,419,
130,Malta,490,1,5,,427,58,
131,Taiwan,440,,6,,361,73,
132,Equatorial Guinea,439,,4,,13,422,
133,Réunion,426,,,,354,72,3
134,Venezuela,388,,10,,190,188,1
135,Palestine,375,,2,,228,145,
136,Mauritius,332,,10,,320,2,3
137,Isle of Man,329,,23,,271,35,19
138,Montenegro,324,,8,,274,42,2
139,Sierra Leone,291,34,18,1,58,215,
140,Vietnam,288,,,,241,47,8
141,Benin,284,42,2,,62,220,
142,Congo,274,,10,,33,231,
143,Rwanda,273,,,,136,137,
144,Chad,260,,28,,50,182,
145,Zambia,252,85,7,3,112,133,1
146,Cabo Verde,230,,2,,44,184,
147,Ethiopia,210,16,5,1,97,108,1
148,Sao Tome and Principe,208,,5,,4,199,
149,Liberia,199,,20,,79,100,
150,Madagascar,193,,,,101,92,1
151,Faeroe Islands,187,,,,187,0,
152,Martinique,186,,14,,83,89,3
153,Myanmar,178,1,6,,68,104,
154,Eswatini,159,,2,,12,145,
155,Guadeloupe,154,,13,,104,37,4
156,Haiti,146,,12,,17,117,
157,Gibraltar,146,,,,142,4,
158,Togo,145,,10,,85,50,
159,CAR,143,,,,10,133,
160,Brunei,141,,1,,132,8,2
161,French Guiana,141,,1,,119,21,
162,Cambodia,122,,,,120,2,1
163,South Sudan,120,,,,2,118,
164,Bermuda,118,,7,,64,47,4
165,Trinidad and Tobago,116,,8,,103,5,
166,Uganda,114,13,,,55,59,
167,Nepal,109,7,,,31,78,
168,Aruba,101,,3,,89,9,4
169,Monaco,95,,4,,82,9,1
170,Guyana,94,,10,,35,49,3
171,Bahamas,92,,11,,31,50,1
172,Barbados,83,,7,,53,23,4
173,Liechtenstein,82,,1,,55,26,
174,Mozambique,82,,,,27,55,
175,Cayman Islands,81,,1,,41,39,3
176,Sint Maarten,76,,14,,44,18,7
177,Libya,64,,3,,24,37,
178,French Polynesia,60,,,,56,4,1
179,Malawi,56,13,3,,14,39,1
180,Syria,47,,3,,29,15,
181,Macao,45,,,,40,5,1
182,Angola,43,,2,,11,30,
183,Mongolia,42,,,,14,28,
184,Eritrea,39,,,,37,2,
185,Saint Martin,38,,3,,30,5,1
186,Zimbabwe,35,1,4,,9,22,
187,Yemen,34,,7,,1,26,
188,Antigua and Barbuda,25,,3,,19,3,1
189,Timor-Leste,24,,,,21,3,
190,Botswana,23,,1,,9,13,
191,Grenada,21,,,,13,8,4
192,Gambia,20,,1,,9,10,
193,Laos,19,,,,13,6,
194,Belize,18,,2,,16,0,
195,Fiji,18,,,,14,4,
196,New Caledonia,18,,,,18,0,
197,Saint Lucia,18,,,,17,1,
198,St. Vincent Grenadines,17,,,,9,8,
199,Nicaragua,16,,5,,7,4,
200,Curaçao,16,,1,,14,1,
201,Dominica,16,,,,14,2,
202,Namibia,16,,,,10,6,
203,Burundi,15,,1,,7,7,
204,Saint Kitts and Nevis,15,,,,13,2,
205,Falkland Islands,13,,,,13,0,
206,Turks and Caicos,12,,1,,8,3,
207,Vatican City,12,,,,2,10,
208,Montserrat,11,,1,,8,2,1
209,Greenland,11,,,,11,0,
210,Seychelles,11,,,,8,3,
211,Suriname,10,,1,,9,0,
212,MS Zaandam,9,,2,,,7,
213,Comoros,8,,1,,,7,
214,Mauritania,8,,1,,6,1,
215,Papua New Guinea,8,,,,8,0,
216,British Virgin Islands,7,,1,,4,2,
217,Bhutan,7,,,,5,2,
218,Caribbean Netherlands,6,,,,,6,
219,St. Barth,6,,,,6,0,
220,Western Sahara,6,,,,5,1,
221,Anguilla,3,,,,3,0,
222,Saint Pierre Miquelon,1,,,,,1,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
