,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,2313897,"65,034",159033,"4,888",591283,1563581,55169
2,,,,,,,,
3,,,,,,,,
4,USA,728293,"18,558",38244,"1,090",63955,626094,13544
5,,,,,,,,
6,Spain,191726,887,20043,41,74797,96886,7371
7,Italy,175925,"3,491",23227,482,44927,107771,2733
8,France,151793,"3,824",19323,642,35983,96487,5833
9,Germany,142872,"1,475",4426,74,85400,53046,2922
10,UK,114217,"5,525",15464,888,N/A,98409,1559
11,China,82719,27,4632,,77029,1058,85
12,Turkey,82329,"3,783",1890,121,10453,69986,1894
13,Iran,80868,"1,374",5031,73,55987,19850,3513
14,,,,,,,,
15,Belgium,37183,"1,045",5453,290,8348,23382,1119
16,Russia,36793,"4,785",313,40,3057,33423,8
17,Brazil,36599,"2,917",2347,206,14026,20226,6634
18,Canada,33180,"1,253",1466,156,11141,20573,557
19,Netherlands,31589,"1,140",3601,142,250,27738,1279
20,Switzerland,27404,326,1368,41,17100,8936,386
21,,,,,,,,
22,Portugal,19685,663,687,30,610,18388,228
23,India,14792,440,488,2,2045,12259,
24,Ireland,14758,778,571,41,77,14110,294
25,Austria,14671,76,443,12,10214,4014,208
26,Peru,14420,931,348,48,6684,7388,117
27,Sweden,13822,606,1511,111,550,11761,1054
28,Israel,13265,283,164,13,3456,9645,164
29,S. Korea,10653,18,232,2,7937,2484,55
30,Japan,9787,,190,,935,8662,193
31,Chile,9730,478,126,10,4035,5569,360
32,Ecuador,9022,572,456,35,1008,7558,168
33,Poland,8742,363,347,15,981,7414,160
34,Romania,8418,351,421,10,1730,6267,248
35,Saudi Arabia,8274,"1,132",92,5,1329,6853,78
36,,,,,,,,
37,Pakistan,7638,613,143,8,1832,5663,46
38,Denmark,7242,169,346,10,3847,3049,76
39,Norway,7036,99,164,3,32,6840,63
40,Mexico,6875,578,546,60,2125,4204,207
41,Czechia,6606,57,181,8,1227,5198,86
42,Australia,6565,32,69,4,4163,2333,55
43,UAE,6302,,37,,1188,5077,1
44,Indonesia,6248,325,535,15,631,5082,
45,Philippines,6087,209,397,10,516,5174,1
46,Serbia,5994,304,117,7,637,5240,126
47,Singapore,5992,942,11,,740,5241,23
48,Malaysia,5305,54,88,2,3102,2115,49
49,Ukraine,5106,444,133,8,275,4698,45
50,Qatar,5008,345,8,1,510,4490,37
51,Belarus,4779,,45,3,342,4392,65
52,Dominican Republic,4335,209,217,17,312,3806,146
53,Panama,4210,194,116,7,122,3972,96
54,Finland,3681,192,90,8,1700,1891,70
55,Luxembourg,3537,57,72,,601,2864,32
56,Colombia,3439,,153,,634,2652,98
57,South Africa,3034,251,50,,903,2081,7
58,Egypt,3032,188,224,19,701,2107,
59,Argentina,2758,89,129,6,685,1944,127
60,Thailand,2733,33,47,,1787,899,61
61,Morocco,2685,121,137,2,314,2234,1
62,Algeria,2534,116,367,3,894,1273,60
63,Moldova,2378,114,57,1,391,1930,80
64,Greece,2235,11,110,2,269,1856,67
65,Bangladesh,2144,306,84,9,66,1994,1
66,Hungary,1834,71,172,16,231,1431,60
67,Croatia,1832,18,39,3,615,1178,27
68,Bahrain,1773,33,7,,741,1025,3
69,Iceland,1760,6,9,,1291,460,3
70,Kuwait,1751,93,6,1,280,1465,34
71,Kazakhstan,1615,69,17,,377,1221,22
72,Iraq,1513,31,82,1,953,478,
73,Estonia,1512,53,38,,162,1312,11
74,Uzbekistan,1490,85,5,1,194,1291,8
75,New Zealand,1422,13,11,,867,544,3
76,Azerbaijan,1373,33,18,3,590,765,21
77,Slovenia,1317,13,70,4,190,1057,27
78,Bosnia and Herzegovina,1268,54,47,1,338,883,4
79,Armenia,1248,47,20,1,523,705,30
80,Lithuania,1239,90,33,,228,978,14
81,Oman,1180,111,6,,176,998,3
82,North Macedonia,1170,53,49,,164,957,15
83,Slovakia,1089,40,11,2,213,865,10
84,Hong Kong,1024,2,4,,568,452,9
85,Cameroon,1017,21,22,,177,818,
86,Cuba,986,63,32,1,227,727,15
87,Afghanistan,933,27,30,,112,791,
88,Bulgaria,878,32,41,,153,684,35
89,Tunisia,864,,37,,43,784,33
90,Ghana,834,193,9,1,99,726,4
91,Cyprus,761,11,12,,79,670,8
92,Ivory Coast,742,54,6,,220,516,
93,Djibouti,732,,2,,76,654,
94,,,,,,,,
95,Diamond Princess,712,,13,,644,55,7
96,Latvia,712,30,5,,88,619,5
97,Andorra,704,8,35,,205,464,17
98,Lebanon,672,4,21,,99,552,30
99,Costa Rica,649,,4,,88,557,10
100,Niger,627,,18,,110,499,
101,Burkina Faso,565,8,36,1,321,208,
102,Albania,548,9,26,,302,220,5
103,Guinea,518,41,3,,65,450,
104,Uruguay,508,6,9,,294,205,12
105,Kyrgyzstan,506,17,5,,130,371,5
106,Bolivia,493,28,31,,31,431,3
107,Nigeria,493,,17,,159,317,2
108,Channel Islands,470,,20,,73,377,
109,Honduras,457,15,46,5,10,401,10
110,San Marino,455,20,39,,60,356,15
111,Malta,426,4,3,,99,324,4
112,Palestine,418,16,2,,69,347,
113,Jordan,413,6,7,,269,137,5
114,Réunion,407,5,,,237,170,4
115,Taiwan,398,3,6,,178,214,
116,Georgia,388,18,4,1,86,298,6
117,Senegal,350,8,3,1,211,136,1
118,Mauritius,325,1,9,,180,136,3
119,DRC,307,20,25,2,26,256,
120,Montenegro,307,4,5,,55,247,7
121,Isle of Man,297,6,6,2,180,111,11
122,Vietnam,268,,,,201,67,8
123,Kenya,262,16,12,1,60,190,2
124,Sri Lanka,254,10,7,,86,161,1
125,Mayotte,254,9,4,,117,133,6
126,Guatemala,235,21,7,,21,207,3
127,Venezuela,227,23,9,,113,105,4
128,Mali,216,45,13,,41,162,
129,Paraguay,202,3,8,,35,159,1
130,El Salvador,190,13,7,,43,140,1
131,Faeroe Islands,184,,,,173,11,
132,Jamaica,163,20,5,,25,133,
133,Martinique,158,,8,,73,77,17
134,Tanzania,147,,5,,11,131,4
135,Guadeloupe,145,,8,,67,70,13
136,Rwanda,144,1,,,69,75,
137,Congo,143,,6,,11,126,
138,Brunei,137,1,1,,113,23,2
139,Somalia,135,19,7,1,2,126,2
140,Gibraltar,132,,,,111,21,1
141,Cambodia,122,,,,103,19,1
142,Madagascar,120,3,,,35,85,1
143,Trinidad and Tobago,114,,8,,21,85,
144,Gabon,108,,1,,7,100,
145,Ethiopia,105,9,3,,16,86,1
146,Myanmar,98,10,5,1,5,88,
147,Aruba,96,,2,,44,50,1
148,French Guiana,96,,,,64,32,2
149,Monaco,94,,3,,22,69,3
150,Togo,84,1,5,,49,30,
151,Bermuda,83,,5,,35,43,9
152,Liechtenstein,79,,1,,55,23,
153,Equatorial Guinea,79,,,,4,75,
154,Liberia,76,,7,,7,62,
155,Barbados,75,,5,,15,55,4
156,Sudan,66,33,10,4,6,50,
157,Sint Maarten,64,7,9,,12,43,6
158,Guyana,63,,6,,9,48,4
159,Cayman Islands,61,,1,,7,53,3
160,Cabo Verde,58,2,1,,1,56,
161,Zambia,57,5,2,,33,22,1
162,French Polynesia,55,,,,2,53,1
163,Uganda,55,,,,20,35,
164,Bahamas,54,,9,,9,36,1
165,Libya,49,,1,,11,37,
166,Guinea-Bissau,46,3,,,,46,
167,Macao,45,,,,16,29,1
168,Haiti,44,1,3,,,41,
169,Eritrea,39,4,,,3,36,
170,Syria,38,,2,,5,31,
171,Saint Martin,37,2,2,,19,16,5
172,Benin,35,,1,,18,16,
173,Maldives,34,5,,,16,18,
174,Mozambique,34,,,,2,32,
175,Chad,33,6,,,8,25,
176,Nepal,31,1,,,2,29,
177,Mongolia,31,,,,5,26,
178,Sierra Leone,30,4,,,,30,
179,Zimbabwe,24,,3,,2,19,
180,Angola,24,5,2,,6,16,
181,Antigua and Barbuda,23,,3,,3,17,1
182,Eswatini,22,6,1,,8,13,
183,Laos,19,,,,2,17,
184,Belize,18,,2,,,16,1
185,New Caledonia,18,,,,14,4,1
186,Timor-Leste,18,,,,1,17,
187,Malawi,17,,2,,3,12,1
188,Fiji,17,,,,,17,
189,Dominica,16,,,,8,8,
190,Namibia,16,,,,6,10,
191,Botswana,15,,1,,,14,
192,Saint Lucia,15,,,,11,4,
193,Curaçao,14,,1,,11,2,
194,Grenada,14,,,,6,8,4
195,Saint Kitts and Nevis,14,,,,,14,
196,CAR,12,,,,4,8,
197,St. Vincent Grenadines,12,,,,1,11,
198,Turks and Caicos,11,,1,,,10,
199,Falkland Islands,11,,,,3,8,
200,Greenland,11,,,,11,0,
201,Montserrat,11,,,,2,9,1
202,Seychelles,11,,,,5,6,
203,Suriname,10,,1,,6,3,
204,MS Zaandam,9,,2,,,7,
205,Nicaragua,9,,2,1,6,1,
206,Gambia,9,,1,,2,6,
207,Vatican City,8,,,,2,6,
208,Mauritania,7,,1,,2,4,
209,Papua New Guinea,7,,,,,7,
210,St. Barth,6,,,,5,1,
211,Western Sahara,6,,,,,6,
212,Burundi,5,,1,,,4,
213,Bhutan,5,,,,2,3,
214,British Virgin Islands,4,,,,2,2,
215,Sao Tome and Principe,4,,,,,4,
216,South Sudan,4,,,,,4,
217,Anguilla,3,,,,1,2,
218,Caribbean Netherlands,3,,,,,3,
219,Saint Pierre Miquelon,1,,,,,1,
220,Yemen,1,,,,,1,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
