,country,total,new case,death,new_death,recovered,active_cases,critical
64,Kuwait,3288,213,22,2,1012,2254,64
65,Thailand,2931,9,52,1,2609,270,61
66,Kazakhstan,2835,118,25,,720,2090,35
67,Bahrain,2708,61,8,,1218,1482,2
68,Hungary,2583,83,280,8,498,1805,61
69,Greece,2534,17,136,2,577,1821,43
70,Oman,2049,51,10,,364,1675,3
71,Croatia,2039,9,59,4,1166,814,21
72,Uzbekistan,1887,18,8,,892,987,8
73,Iraq,1820,,87,,1263,470,
74,Armenia,1808,62,29,1,848,931,10
75,Iceland,1792,,10,,1608,174,3
76,Afghanistan,1703,172,57,7,220,1426,7
77,Azerbaijan,1678,33,22,1,1162,494,15
78,Estonia,1647,4,50,1,233,1364,7
79,Cameroon,1621,,56,,786,779,12
80,Bosnia and Herzegovina,1565,49,60,1,659,846,4
81,Ghana,1550,,11,,155,1384,4
82,New Zealand,1469,,19,1,1180,270,1
83,Lithuania,1449,11,41,,474,934,17
84,Slovenia,1402,6,83,1,221,1098,22
85,North Macedonia,1399,13,65,4,553,781,13
86,Cuba,1389,20,56,2,525,808,12
87,Slovakia,1381,2,18,,403,960,7
88,Bulgaria,1363,63,58,2,206,1099,41
89,Nigeria,1273,,40,,239,994,2
90,Ivory Coast,1150,,14,,468,668,
91,Hong Kong,1038,,4,,787,247,4
92,Djibouti,1023,,2,,411,610,
93,Guinea,996,,7,,208,781,
94,Bolivia,950,84,50,4,80,820,3
95,Tunisia,949,,38,,216,695,20
96,Cyprus,822,5,14,,148,660,15
97,Latvia,818,6,13,1,267,538,5
98,Andorra,738,,40,,344,354,17
99,Albania,736,10,28,,422,286,4
100,Senegal,736,65,9,,284,443,1
101,,,,,,,,
102,Diamond Princess,712,,13,,645,54,4
103,Lebanon,710,3,24,,145,541,44
104,Niger,696,,29,,350,317,
105,Kyrgyzstan,695,13,8,,395,292,13
106,Costa Rica,695,,6,,264,425,8
107,Honduras,661,34,61,2,79,521,10
108,Burkina Faso,632,,42,,453,137,
109,Uruguay,606,10,15,1,375,216,10
110,Sri Lanka,584,61,7,,126,451,2
111,San Marino,538,,41,,64,433,4
112,Channel Islands,525,,35,,332,158,
113,Guatemala,500,27,15,2,49,436,5
114,Georgia,496,10,6,,149,341,6
115,Somalia,480,44,26,3,10,444,2
116,DRC,459,17,28,,50,381,
117,Malta,450,2,4,,286,160,1
118,Jordan,449,2,7,,342,100,5
119,Taiwan,429,,6,,290,133,
120,Réunion,417,,,,300,117,2
121,Mayotte,401,,4,,144,253,4
122,Mali,389,,23,,112,254,
123,Kenya,363,8,14,,114,235,2
124,Jamaica,350,45,7,,28,315,3
125,Palestine,342,,2,,83,257,
126,Mauritius,334,2,9,,302,23,3
127,Venezuela,325,,10,,137,178,3
128,El Salvador,323,25,8,,89,226,4
129,Montenegro,321,,7,,189,125,7
130,Isle of Man,308,,20,2,248,40,22
131,Tanzania,299,,10,,48,241,7
132,Sudan,275,38,22,1,21,232,
133,Vietnam,270,,,,225,45,8
134,Equatorial Guinea,258,,1,,8,249,
135,Paraguay,228,,9,,93,126,1
136,Maldives,226,12,,,17,209,2
137,Congo,200,,6,,19,175,
138,Rwanda,191,,,,92,99,
139,Faeroe Islands,187,,,,178,9,
140,Gabon,176,,3,,30,143,1
141,Martinique,175,,14,,77,84,7
142,Guadeloupe,149,,12,,82,55,11
143,Myanmar,146,,5,,10,131,
144,Gibraltar,141,,,,131,10,
145,Brunei,138,,1,,124,13,2
146,Madagascar,128,4,,,75,53,1
147,Liberia,124,,12,,25,87,
148,Ethiopia,124,1,3,,50,71,
149,Cambodia,122,,,,119,3,1
150,Trinidad and Tobago,116,1,8,,59,49,
151,French Guiana,111,,1,,87,23,
152,Bermuda,109,,6,1,39,64,10
153,Cabo Verde,109,3,1,,1,107,
154,Aruba,100,,2,,73,25,4
155,Togo,98,,6,,62,30,
156,Monaco,94,,4,,42,48,1
157,Sierra Leone,93,,4,,10,79,
158,Zambia,88,,3,,42,43,1
159,Liechtenstein,82,,1,,55,26,
160,Bahamas,80,,11,,22,47,1
161,Barbados,79,,6,,39,34,4
162,Uganda,79,,,,46,33,
163,Mozambique,76,,,,12,64,
164,Sint Maarten,74,,13,,33,28,7
165,Guyana,74,,8,,12,54,5
166,Haiti,74,,6,,7,61,
167,Cayman Islands,70,,1,,8,61,3
168,Eswatini,65,6,1,,10,54,
169,Benin,64,,1,,33,30,
170,Libya,61,,2,,18,41,
171,French Polynesia,57,,,,43,14,1
172,Guinea-Bissau,53,,1,,3,49,
173,Nepal,52,,,,16,36,
174,Chad,46,,,,15,31,
175,Macao,45,,,,32,13,1
176,Syria,43,,3,,14,26,
177,Eritrea,39,,,,13,26,
178,Saint Martin,38,,3,,24,11,3
179,Mongolia,38,,,,10,28,
180,Malawi,36,2,3,,4,29,1
181,Zimbabwe,31,,4,,5,22,
182,Angola,26,,2,,6,18,
183,Antigua and Barbuda,24,,3,,11,10,1
184,Timor-Leste,24,,,,2,22,
185,Botswana,22,,1,,,21,
186,CAR,19,,,,10,9,
187,Laos,19,,,,7,12,
188,Belize,18,,2,,6,10,1
189,Fiji,18,,,,12,6,
190,Grenada,18,,,,7,11,4
191,New Caledonia,18,,,,17,1,1
192,Curaçao,16,,1,,11,4,
193,Dominica,16,,,,13,3,
194,Namibia,16,,,,8,8,
195,Saint Kitts and Nevis,15,,,,2,13,
196,Saint Lucia,15,,,,15,0,
197,St. Vincent Grenadines,15,1,,,5,10,
198,Nicaragua,13,,3,,7,3,
199,Falkland Islands,13,,,,11,2,
200,Turks and Caicos,12,1,1,,5,6,
201,Burundi,11,,1,,4,6,
202,Montserrat,11,,1,,2,8,1
203,Greenland,11,,,,11,0,
204,Seychelles,11,,,,6,5,
205,Gambia,10,,1,,8,1,
206,Suriname,10,,1,,7,2,
207,MS Zaandam,9,,2,,,7,
208,Vatican City,9,,,,2,7,
209,Papua New Guinea,8,,,,,8,
210,Mauritania,7,,1,,6,0,
211,Bhutan,7,,,,4,3,
212,British Virgin Islands,6,,1,,3,2,
213,St. Barth,6,,,,6,0,
214,South Sudan,6,,,,,6,
215,Western Sahara,6,,,,5,1,
216,Caribbean Netherlands,5,,,,,5,
217,Sao Tome and Principe,4,,,,,4,
218,Anguilla,3,,,,3,0,
219,Saint Pierre Miquelon,1,,,,,1,
220,Yemen,1,,,,1,0,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
