,country,total,new case,death,new_death,recovered,active_cases,critical
173,Mongolia,30,,,,5,25,
174,Mozambique,29,1,,,2,27,
175,Antigua and Barbuda,23,,2,,3,18,1
176,Chad,23,,,,2,21,
177,Maldives,21,1,,,16,5,
178,Angola,19,,2,,5,12,
179,Laos,19,,,,1,18,
180,Zimbabwe,18,1,3,,1,14,
181,Belize,18,,2,,,16,1
182,New Caledonia,18,,,,1,17,
183,Malawi,16,,2,,,14,1
184,Nepal,16,,,,1,15,
185,Dominica,16,,,,8,8,
186,Fiji,16,,,,,16,
187,Namibia,16,,,,3,13,
188,Saint Lucia,15,,,,11,4,
189,Eswatini,15,,,,8,7,
190,Curaçao,14,,1,,10,3,
191,Grenada,14,,,,,14,2
192,Saint Kitts and Nevis,14,,,,,14,
193,Botswana,13,,1,,,12,
194,Sierra Leone,13,2,,,,13,
195,St. Vincent Grenadines,12,,,,1,11,
196,CAR,11,,,,4,7,
197,Falkland Islands,11,,,,1,10,
198,Greenland,11,,,,11,0,
199,Montserrat,11,,,,1,10,1
200,Seychelles,11,,,,,11,
201,Suriname,10,,1,,6,3,
202,Turks and Caicos,10,,1,,,9,
203,MS Zaandam,9,,2,,,7,
204,Gambia,9,,1,,2,6,
205,Nicaragua,9,,1,,4,4,
206,Vatican City,8,,,,2,6,
207,Timor-Leste,8,2,,,1,7,
208,Mauritania,7,,1,,2,4,
209,St. Barth,6,,,,4,2,
210,Western Sahara,6,,,,,6,
211,Burundi,5,,1,,,4,
212,Bhutan,5,,,,2,3,
213,Sao Tome and Principe,4,,,,,4,
214,South Sudan,4,,,,,4,
215,Anguilla,3,,,,1,2,
216,British Virgin Islands,3,,,,2,1,
217,Caribbean Netherlands,3,,,,,3,
218,Papua New Guinea,2,,,,,2,
219,Saint Pierre Miquelon,1,,,,,1,
220,Yemen,1,,,,,1,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
