,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,2528378,"47,875",174547,"4,150",665565,1688266,57588
2,,,,,,,,
3,,,,,,,,
4,USA,802590,"9,831",43545,"1,031",73330,685715,13951
5,,,,,,,,
6,Spain,204178,"3,968",21282,430,82514,100382,7705
7,Italy,183957,"2,729",24648,534,51600,107709,2471
8,France,155383,,20265,,37409,97709,5683
9,Germany,147958,893,4934,72,95200,47824,2889
10,UK,129044,"4,301",17337,828,N/A,111363,1559
11,Turkey,95591,"4,611",2259,119,14918,78414,1865
12,,,,,,,,
13,Iran,84802,"1,297",5297,88,60965,18540,3357
14,China,82758,11,4632,,77123,1003,82
15,Russia,52763,"5,642",456,51,3873,48434,700
16,Belgium,40956,973,5998,170,9002,25956,1079
17,Brazil,40814,71,2588,1,22991,15235,8318
18,Canada,37398,569,1728,38,12586,23084,557
19,Netherlands,34134,729,3916,165,N/A,29968,1087
20,Switzerland,28063,119,1478,49,18600,7985,386
21,,,,,,,,
22,Portugal,21379,516,762,27,917,19700,213
23,India,18985,446,603,11,3273,15109,
24,Peru,16325,,445,,6968,8912,385
25,Ireland,15652,,687,,77,14888,152
26,Sweden,15322,545,1765,185,550,13007,515
27,Austria,14873,78,491,21,10971,3411,196
28,Israel,13883,170,181,4,4353,9349,142
29,Saudi Arabia,11631,"1,147",109,6,1640,9882,81
30,Japan,11135,,263,,1239,9633,217
31,Chile,10832,325,147,8,4969,5716,392
32,S. Korea,10683,9,237,1,8213,2233,55
33,Ecuador,10128,,507,,1150,8471,124
34,Poland,9856,263,401,21,1297,8158,160
35,Pakistan,9565,673,201,25,2073,7291,46
36,Romania,9242,306,498,20,2153,6591,245
37,Singapore,9125,"1,111",11,,801,8313,23
38,Mexico,8772,511,712,26,2627,5433,378
39,,,,,,,,
40,UAE,7755,490,46,3,1443,6266,1
41,Denmark,7695,180,370,6,4700,2625,81
42,Norway,7191,35,182,1,32,6977,58
43,Indonesia,7135,375,616,26,842,5677,
44,Czechia,6961,61,201,7,1753,5007,390
45,Serbia,6890,260,130,5,977,5783,101
46,Belarus,6723,459,55,4,577,6091,92
47,Australia,6645,20,71,,4685,1889,49
48,Philippines,6599,140,437,9,654,5508,1
49,Qatar,6533,518,9,,614,5910,37
50,Ukraine,6125,415,161,10,367,5597,45
51,Malaysia,5482,57,92,3,3349,2041,43
52,Dominican Republic,5044,80,245,10,463,4336,126
53,Panama,4658,191,136,10,204,4318,98
54,Finland,4014,146,141,43,2000,1873,63
55,Colombia,3977,,189,,804,2984,98
56,Luxembourg,3618,60,78,3,670,2870,32
57,South Africa,3465,165,58,,1055,2352,36
58,Bangladesh,3382,434,110,9,87,3185,1
59,Egypt,3333,,250,,821,2262,
60,Morocco,3186,140,144,1,359,2683,1
61,Argentina,3031,,147,5,840,2044,123
62,Algeria,2811,93,392,8,1152,1267,40
63,Thailand,2811,19,48,1,2108,655,61
64,Moldova,2614,66,72,2,505,2037,212
65,Greece,2401,156,121,5,577,1703,59
66,Hungary,2098,114,213,14,287,1598,82
67,Kuwait,2080,85,11,2,412,1657,46
68,Kazakhstan,1977,125,19,,489,1469,22
69,Bahrain,1952,45,7,,783,1162,2
70,Croatia,1908,27,48,1,801,1059,18
71,Iceland,1778,5,10,,1417,351,5
72,Uzbekistan,1657,30,6,1,357,1294,8
73,Iraq,1602,28,83,1,1096,423,
74,Estonia,1552,17,43,3,169,1340,9
75,Oman,1508,98,8,1,238,1262,3
76,Azerbaijan,1480,44,20,1,865,595,16
77,New Zealand,1445,5,13,1,1006,426,3
78,Armenia,1401,62,24,2,609,768,30
79,Lithuania,1350,24,37,,298,1015,17
80,Slovenia,1344,9,77,,197,1070,25
81,Bosnia and Herzegovina,1342,33,51,2,437,854,4
82,North Macedonia,1231,6,55,1,224,952,9
83,Slovakia,1199,26,14,1,258,927,7
84,Cameroon,1163,,43,1,329,791,33
85,Cuba,1137,50,38,2,309,790,18
86,Afghanistan,1092,66,36,,150,906,7
87,Ghana,1042,,9,,99,934,4
88,Hong Kong,1030,4,4,,650,376,8
89,Bulgaria,975,46,45,2,170,760,34
90,Djibouti,945,99,2,,112,831,
91,Tunisia,884,,38,,148,698,34
92,Ivory Coast,879,,10,,287,582,
93,Cyprus,784,12,12,,98,674,15
94,Latvia,748,9,9,4,133,606,3
95,,,,,,,,
96,Andorra,717,,37,,248,432,17
97,Diamond Princess,712,,13,,644,55,7
98,Guinea,688,66,6,1,127,555,
99,Lebanon,677,,21,,103,553,27
100,Nigeria,665,,22,,188,455,2
101,Costa Rica,662,,6,,124,532,8
102,Niger,655,7,20,,124,511,
103,Albania,609,25,26,,345,238,10
104,Bolivia,598,34,34,1,37,527,3
105,Kyrgyzstan,590,22,7,,216,367,5
106,Burkina Faso,581,,38,,357,186,
107,Uruguay,535,,11,1,313,211,13
108,Honduras,494,17,46,,29,419,10
109,Channel Islands,488,,24,,230,234,
110,San Marino,476,14,40,1,62,374,4
111,Palestine,466,17,4,1,71,391,
112,Malta,443,12,3,,150,290,2
113,Jordan,425,,7,,282,136,5
114,Taiwan,425,3,6,,217,202,
115,Senegal,412,35,5,,242,165,1
116,Réunion,410,2,,,238,172,2
117,Georgia,408,6,4,,97,307,6
118,DRC,350,18,25,,35,290,
119,Mauritius,328,,9,,243,76,3
120,Montenegro,313,1,5,,101,207,7
121,Sri Lanka,310,6,7,,102,201,1
122,Isle of Man,307,7,9,,200,98,15
123,Kenya,296,15,14,,74,208,2
124,Guatemala,294,5,7,,24,263,3
125,Venezuela,285,,10,,117,158,4
126,Mayotte,284,13,4,,117,163,4
127,Vietnam,268,,,,216,52,8
128,Mali,258,12,14,,57,187,
129,Tanzania,254,,10,,11,233,4
130,Somalia,237,,8,,4,225,2
131,El Salvador,225,7,7,,48,170,2
132,Jamaica,223,,6,1,27,190,
133,Paraguay,208,,8,,53,147,1
134,Faeroe Islands,185,,,,178,7,
135,Martinique,163,,14,2,73,76,11
136,Congo,160,,6,,16,138,
137,Guadeloupe,148,,8,,73,67,13
138,Rwanda,147,,,,80,67,
139,Brunei,138,,1,,116,21,2
140,Gibraltar,132,,,,120,12,1
141,Cambodia,122,,,,110,12,1
142,Myanmar,121,2,5,,7,109,
143,Madagascar,121,,,,44,77,1
144,Gabon,120,,1,,7,112,2
145,Trinidad and Tobago,114,,8,,26,80,
146,Ethiopia,114,3,3,,16,95,
147,Sudan,107,,12,,8,87,
148,Liberia,101,2,8,,7,86,
149,Aruba,97,,2,,51,44,4
150,French Guiana,97,,1,,76,20,1
151,Monaco,94,,3,,23,68,3
152,Bermuda,86,,5,,37,44,10
153,Togo,84,,6,,53,25,
154,Maldives,83,14,,,16,67,2
155,Liechtenstein,81,,1,,55,25,
156,Equatorial Guinea,79,,,,7,72,
157,Barbados,75,,5,,23,47,4
158,Zambia,70,5,3,,35,32,1
159,Sint Maarten,67,,10,,12,45,6
160,Cabo Verde,67,,1,,1,65,
161,Guyana,66,1,7,,9,50,5
162,Cayman Islands,66,,1,,7,58,3
163,Bahamas,64,4,9,,11,44,1
164,Uganda,58,2,,,38,20,
165,Haiti,57,,3,,,54,
166,French Polynesia,56,,,,19,37,1
167,Benin,54,,1,,27,26,
168,Libya,51,,1,,15,35,
169,Guinea-Bissau,50,,,,3,47,
170,Sierra Leone,50,7,,,6,44,
171,Macao,45,,,,24,21,1
172,Nepal,43,12,,,4,39,
173,Syria,39,,3,,6,30,
174,Eritrea,39,,,,3,36,
175,Mozambique,39,,,,8,31,
176,Saint Martin,37,,2,,19,16,5
177,Mongolia,34,1,,,8,26,
178,Chad,33,,,,8,25,
179,Zimbabwe,25,,3,,2,20,
180,Angola,24,,2,,6,16,
181,Eswatini,24,,1,,8,15,
