,country,total,new case,death,new_death,recovered,active_cases,critical
111,Puerto Rico,3,,,,,3,
112,Monaco,2,,,,,2,
113,Nigeria,2,,,,,2,
114,Aruba,2,,,,,2,
115,Burkina Faso,2,,,,,2,
116,Cameroon,2,,,,,2,
117,DRC,2,,,,,2,
118,Ghana,2,,,,,2,
119,Namibia,2,2,,,,2,
120,Saint Martin,2,,,,,2,
121,Trinidad and Tobago,2,1,,,,2,
122,Venezuela,2,,,,,2,
123,Guyana,1,,1,,,0,
124,Sudan,1,,1,,,0,
125,Andorra,1,,,,,1,
126,Jordan,1,,,,1,0,
127,Nepal,1,,,,1,0,
128,Antigua and Barbuda,1,,,,,1,
129,Bhutan,1,,,,,1,
130,Cayman Islands,1,,,,,1,
131,Ivory Coast,1,,,,,1,
132,Curaçao,1,,,,,1,
133,Ethiopia,1,,,,,1,
134,Gabon,1,,,,,1,
135,Gibraltar,1,,,,1,0,
136,Guadeloupe,1,,,,,1,
137,Guatemala,1,,,,,1,
138,Guinea,1,,,,,1,
139,Vatican City,1,,,,,1,
140,Kenya,1,,,,,1,
141,Mauritania,1,,,,,1,
142,Mongolia,1,,,,,1,
143,Rwanda,1,1,,,,1,
144,St. Barth,1,,,,,1,
145,Saint Lucia,1,,,,,1,
146,St. Vincent Grenadines,1,,,,,1,
147,Suriname,1,,,,,1,
148,Eswatini,1,1,,,,1,
149,Togo,1,,,,,1,
150,U.S. Virgin Islands,1,1,,,,1,
