,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,701525,"38,443",33174,"2,317",149212,519139,26337
2,USA,131366,"7,788",2328,107,4378,124660,2948
3,Italy,97689,"5,217",10779,756,13030,73880,3906
4,China,81439,45,3300,5,75448,2691,742
5,Spain,78799,"5,564",6606,624,14709,57484,4165
6,Germany,60281,"2,586",481,48,9211,50589,1979
7,Iran,38309,"2,901",2640,123,12391,23278,3206
8,France,37575,,2314,,5700,29561,4273
9,UK,19522,"2,433",1228,209,135,18159,163
10,Switzerland,14829,753,300,36,1595,12934,301
11,Netherlands,10866,"1,104",771,132,250,9845,972
12,Belgium,10836,"1,702",431,78,1359,9046,867
13,S. Korea,9583,105,152,8,5033,4398,59
14,Turkey,9217,"1,815",131,23,105,8981,568
15,Austria,8648,377,86,18,479,8083,187
16,Portugal,5962,792,119,19,43,5800,89
17,Canada,5655,,63,3,508,5084,120
18,Norway,4239,224,25,2,7,4207,91
19,Australia,3969,334,16,2,226,3727,23
20,Brazil,3904,,117,3,6,3781,296
21,Israel,3865,246,15,3,89,3761,66
22,Sweden,3700,253,110,5,16,3574,255
23,Czechia,2716,85,13,2,11,2692,45
24,Malaysia,2470,150,35,8,388,2047,73
25,Ireland,2415,,36,,5,2374,59
26,Denmark,2395,194,72,7,1,2322,113
27,Chile,2139,230,7,1,75,2057,7
28,Luxembourg,1950,119,21,3,40,1889,25
29,Ecuador,1890,67,57,9,3,1830,58
30,Poland,1771,133,20,2,7,1744,3
31,Romania,1760,308,40,3,169,1551,34
32,Japan,1693,,52,,424,1217,56
33,Russia,1534,270,8,4,64,1462,8
34,Pakistan,1526,31,14,2,29,1483,11
35,Philippines,1418,343,71,3,42,1305,1
36,Thailand,1388,143,7,1,97,1284,11
37,Saudi Arabia,1299,96,8,4,66,1225,12
38,Indonesia,1285,130,114,12,64,1107,
39,Finland,1240,73,11,2,10,1219,32
40,South Africa,1187,,1,,31,1155,7
41,Greece,1156,95,38,6,52,1066,66
42,India,1024,37,27,3,87,910,
43,Iceland,1020,57,2,,114,904,19
44,Panama,901,,17,,4,880,32
45,Dominican Republic,859,140,39,11,3,817,
46,Mexico,848,131,16,4,4,828,1
47,Singapore,844,42,3,1,212,629,19
48,Argentina,745,,19,,72,654,
49,Serbia,741,82,13,3,42,686,25
50,Slovenia,730,46,11,2,10,709,23
51,Croatia,713,56,6,1,52,655,26
52,Diamond Princess,712,,10,,597,105,15
53,Estonia,679,34,3,2,20,656,10
54,Peru,671,,16,,16,639,33
55,Hong Kong,641,81,4,,118,519,5
56,Colombia,608,,6,,10,592,
57,Qatar,590,,1,,45,544,6
