,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,4393193,"55,591",295611,"3,160",1636843,2460739,46120
2,,,,,,,,
3,,,,,,,,
4,USA,1417398,"8,762",84141,716,300299,1032958,16406
5,,,,,,,,
6,,,,,,,,
7,Spain,271095,"1,575",27104,184,183227,60764,1534
8,Russia,242271,"10,028",2212,96,48003,192056,2300
9,UK,229705,"3,242",33186,494,N/A,196175,1559
10,Italy,222104,888,31106,195,112541,78457,893
11,Brazil,180049,"2,447",12599,195,72597,94853,8318
12,France,178225,,26991,,57785,93449,2542
13,Germany,173647,476,7788,50,148700,17159,1539
14,Turkey,143114,"1,639",3952,58,101715,37447,998
15,Iran,112725,"1,958",6783,50,89428,16514,2735
16,China,82926,7,4633,,78189,104,10
17,India,78041,"3,749",2551,136,26300,49190,
18,,,,,,,,
19,Peru,72059,,2057,,23324,46678,797
20,Canada,71486,329,5209,40,34496,31781,502
21,Belgium,53981,202,8843,82,13937,31201,420
22,Saudi Arabia,44830,"1,905",273,9,17622,26935,147
23,Netherlands,43211,227,5562,52,N/A,37399,432
24,Mexico,38324,"1,997",3926,353,25935,8463,378
25,Chile,34381,"2,660",346,11,14865,19170,494
26,Pakistan,34336,"1,662",737,13,8812,24787,111
27,Ecuador,30419,,2327,,3433,24659,181
28,Switzerland,30413,33,1870,3,26800,1743,79
29,Portugal,28132,219,1175,12,3182,23775,103
30,Sweden,27909,637,3460,147,4971,19478,351
31,Qatar,26539,"1,390",14,,3143,23382,72
32,Belarus,25825,952,146,4,7711,17968,92
33,Singapore,25346,675,21,,4809,20516,19
34,Ireland,23242,,1488,,19470,2284,72
35,UAE,19661,,203,,6012,13446,1
36,Bangladesh,17822,"1,162",269,19,3361,14192,1
37,Poland,17204,283,861,22,6410,9933,160
38,Israel,16539,10,262,2,12173,4104,61
39,Ukraine,16425,402,439,14,3716,12270,218
40,Romania,16002,224,1016,14,7961,7025,228
41,Austria,15997,36,624,1,14304,1069,55
42,Japan,15968,,657,,8531,6780,249
43,Indonesia,15438,689,1028,21,3287,11123,
44,Colombia,12272,,493,,2971,8808,130
45,Philippines,11618,268,772,21,2251,8595,77
46,South Africa,11350,,206,,4357,6787,77
47,Dominican Republic,11196,296,409,7,3221,7566,131
48,Kuwait,11028,751,82,7,3263,7683,169
49,S. Korea,10962,26,259,1,9695,1008,55
50,Denmark,10667,76,533,6,8663,1471,37
51,Egypt,10431,338,556,12,2486,7389,41
52,Serbia,10295,52,222,2,3824,6249,22
53,Panama,8783,167,252,3,6021,2510,87
54,,,,,,,,
55,Czechia,8240,42,288,5,5043,2909,43
56,Norway,8168,11,229,1,32,7907,23
57,Australia,6980,16,98,1,6271,611,17
58,Malaysia,6779,37,111,2,5281,1387,16
59,Argentina,6563,,321,2,2266,3976,170
60,Morocco,6512,94,188,,3131,3193,1
61,Algeria,6253,186,522,7,3058,2673,22
62,Finland,6054,51,284,9,4300,1470,35
63,Bahrain,5780,249,9,,2195,3576,7
64,Kazakhstan,5417,138,32,,2408,2977,31
65,Moldova,5406,252,185,3,2176,3045,251
66,Afghanistan,5226,263,132,5,648,4446,7
67,Ghana,5127,,22,,494,4611,5
68,Nigeria,4787,,158,,959,3670,7
