,country,total,new case,death,new_death,recovered,active_cases,critical
50,Bahrain,339,5,2,,160,177,3
51,Egypt,327,,14,,56,257,
52,Mexico,316,65,2,,4,310,1
53,Croatia,315,61,1,,5,309,5
54,Panama,313,,3,,1,309,7
55,Colombia,277,46,3,1,3,271,
56,Lebanon,267,19,4,,8,255,4
57,Iraq,266,33,23,3,62,181,
58,Argentina,266,,4,,27,235,
59,Serbia,249,27,2,,3,244,12
60,Dominican Republic,245,43,3,,,242,
61,Algeria,230,29,17,,65,148,
62,Bulgaria,201,14,3,,3,195,8
63,UAE,198,45,2,,41,155,2
64,Taiwan,195,26,2,,28,165,
65,Armenia,194,,,,2,192,6
66,Kuwait,189,1,,,30,159,5
67,San Marino,187,12,20,,4,163,13
68,Slovakia,186,1,,,7,179,2
69,Latvia,180,41,,,1,179,
70,Hungary,167,36,7,1,16,144,6
71,Lithuania,160,17,1,,1,158,1
72,Uruguay,158,,,,,158,2
73,Morocco,143,28,4,,3,136,1
74,North Macedonia,136,21,2,1,1,133,1
75,Costa Rica,134,,2,,2,130,2
76,Andorra,133,20,1,,1,131,2
77,Bosnia and Herzegovina,130,4,1,,2,127,1
78,Vietnam,123,10,,,17,106,2
79,Faeroe Islands,118,3,,,14,104,
80,Cyprus,116,21,1,,3,112,3
81,Jordan,112,,,,1,111,
82,Moldova,109,15,1,,2,106,3
83,Malta,107,17,,,2,105,1
84,Albania,104,15,4,2,2,98,2
85,New Zealand,102,,,,,102,
86,Burkina Faso,99,24,4,,5,90,
87,Sri Lanka,95,13,,,2,93,2
88,Brunei,91,3,,,2,89,2
89,Tunisia,89,14,3,,1,85,11
90,Cambodia,87,3,,,2,85,1
91,Belarus,81,5,,,22,59,
92,Venezuela,77,7,,,15,62,2
93,Ukraine,73,,3,,1,69,
94,Azerbaijan,72,7,1,,10,61,3
95,Réunion,71,7,,,1,70,
96,Senegal,67,,,,5,62,
97,Oman,66,11,,,17,49,
98,Kazakhstan,62,2,,,,62,
99,Georgia,61,7,,,8,53,1
100,Palestine,59,,,,17,42,
101,Guadeloupe,58,,1,,,57,4
102,Cameroon,56,16,,,2,54,
103,Trinidad and Tobago,51,1,,,,51,
104,Liechtenstein,46,9,,,,46,
105,Uzbekistan,46,3,,,,46,
106,Martinique,44,,1,,,43,7
107,Afghanistan,40,,1,,1,38,
108,Cuba,40,5,1,,,39,3
109,DRC,36,6,1,,,35,
110,Nigeria,36,6,1,1,2,33,
111,Channel Islands,36,4,,,,36,
112,Bangladesh,33,6,3,1,5,25,
113,Puerto Rico,31,8,2,1,1,28,
114,Guam,29,2,1,,,28,
115,Mauritius,28,,2,,,26,1
116,Bolivia,27,3,,,,27,
117,Honduras,27,1,,,,27,
118,Macao,25,3,,,10,15,
119,Ivory Coast,25,11,,,2,23,
120,Ghana,24,1,1,,,23,
121,Monaco,23,,,,1,22,
122,Montenegro,22,1,1,1,,21,
123,Paraguay,22,,1,,,21,1
124,Mayotte,21,10,,,,21,
125,French Guiana,20,2,,,6,14,
126,Guatemala,19,,1,,,18,
127,Guyana,19,,1,,,18,
128,Jamaica,19,,1,,2,16,
129,Rwanda,19,,,,,19,
130,French Polynesia,18,,,,,18,
131,Togo,18,2,,,,18,
132,Barbados,17,3,,,,17,
133,U.S. Virgin Islands,17,11,,,,17,
134,Kenya,16,1,,,,16,
135,Kyrgyzstan,16,2,,,,16,
136,Gibraltar,15,,,,5,10,
137,Isle of Man,13,8,,,,13,
138,Maldives,13,,,,5,8,
139,Madagascar,12,9,,,,12,
140,Tanzania,12,,,,,12,
141,Ethiopia,11,,,,,11,
142,Mongolia,10,,,,,10,
143,Aruba,9,,,,1,8,
144,Equatorial Guinea,9,3,,,,9,
145,New Caledonia,8,4,,,,8,
146,Seychelles,7,,,,,7,
147,Bermuda,6,,,,,6,
148,Haiti,6,4,,,,6,
149,Gabon,5,,1,,,4,
150,Saint Martin,5,,,,,5,
151,Suriname,5,,,,,5,
152,Curaçao,4,1,1,,,3,
153,Bahamas,4,,,,,4,
154,Greenland,4,,,,,4,
155,Guinea,4,2,,,,4,
156,Eswatini,4,,,,,4,
157,Cayman Islands,3,,1,,,2,
158,Zimbabwe,3,,1,1,,2,
159,Cabo Verde,3,,,,,3,
160,CAR,3,,,,,3,
161,Congo,3,,,,,3,
162,El Salvador,3,,,,,3,
163,Fiji,3,1,,,,3,
164,Liberia,3,,,,,3,
165,Namibia,3,,,,,3,
166,St. Barth,3,,,,,3,
167,Zambia,3,,,,,3,
168,Gambia,2,1,1,1,,1,
169,Sudan,2,,1,,,1,
170,Nepal,2,1,,,1,1,
171,Angola,2,,,,,2,
172,Benin,2,,,,,2,
173,Bhutan,2,,,,,2,
174,Mauritania,2,,,,,2,
175,Nicaragua,2,,,,,2,
176,Niger,2,,,,,2,
177,Saint Lucia,2,,,,,2,
178,Sint Maarten,2,1,,,,2,
179,Antigua and Barbuda,1,,,,,1,
180,Belize,1,1,,,,1,
181,Chad,1,,,,,1,
182,Djibouti,1,,,,,1,
183,Dominica,1,,,,,1,
184,Eritrea,1,,,,,1,
185,Grenada,1,,,,,1,
186,Vatican City,1,,,,,1,
187,Montserrat,1,,,,,1,
188,Mozambique,1,,,,,1,
189,Papua New Guinea,1,,,,,1,
190,St. Vincent Grenadines,1,,,,,1,
191,Somalia,1,,,,,1,
192,Syria,1,,,,,1,
193,Timor-Leste,1,,,,,1,
194,Turks and Caicos,1,1,,,,1,
195,Uganda,1,,,,,1,
