,country,total,new case,death,new_death,recovered,active_cases,critical
1,,World,"4,769,437",+52428,"314,501",+1599,1842896,2612040
2,,,,,,,,
3,,,,,,,,
4,1,USA,"1,514,545",+6772,"90,258",+145,340609,1083678
5,,,,,,,,
6,,,,,,,,
7,2,Russia,"281,752",+9709,"2,631",+94,67373,211748
8,3,Spain,"277,719",+1214,"27,650",+87,195945,54124
9,4,UK,"243,303",+3142,"34,636",+170,N/A,N/A
10,5,Brazil,"233,648",+506,"15,668",+35,89672,128308
11,6,Italy,"225,435",+675,"31,908",+145,125176,68351
12,7,France,"179,365",,"27,625",,61066,90674
13,8,Germany,"176,628",+384,"8,028",+1,153400,15200
14,9,Turkey,"149,435",+1368,"4,140",+44,109962,35333
15,10,Iran,"120,198",+1806,"6,988",+51,94464,18746
16,11,India,"95,474",+4826,"3,014",+143,36536,55924
17,12,Peru,"88,541",,"2,523",,28272,57746
18,,,,,,,,
19,13,China,"82,947",+6,"4,633",,78227,87
20,14,Canada,"76,204",+340,"5,702",+23,38159,32343
21,15,Belgium,"55,280",+291,"9,052",+47,14630,31598
22,16,Saudi Arabia,"54,752",+2736,312,+10,25722,28718
23,17,Mexico,"47,144",+2112,"5,045",+278,31848,10251
24,18,Netherlands,"43,995",+125,"5,680",+10,N/A,N/A
25,19,Chile,"43,781",+2353,450,+29,19213,24118
26,20,Pakistan,"40,151",+1352,873,+39,11341,27937
27,21,Ecuador,"32,763",,"2,688",,3433,26642
28,22,Qatar,"32,604",+1632,15,,4370,28219
29,23,Switzerland,"30,587",+15,"1,881",+2,27400,1306
30,24,Sweden,"30,143",+466,"3,679",+5,4971,21493
31,25,Belarus,"29,650",+969,165,+5,9932,19553
32,26,Portugal,"29,036",+226,"1,218",+15,4636,23182
33,27,Singapore,"28,038",+682,22,,9340,18676
34,28,Ireland,"24,112",+64,"1,543",+10,19470,3099
35,29,UAE,"23,358",+731,220,+6,8512,14626
36,30,Bangladesh,"22,268",+1273,328,+14,4373,17567
37,31,Poland,"18,529",+272,925,+10,7451,10153
38,32,Ukraine,"18,291",+433,514,+17,5116,12661
39,33,Indonesia,"17,514",+489,"1,148",+59,4129,12237
40,34,Romania,"16,871",+167,"1,104",+10,9890,5877
41,35,Israel,"16,607",,271,+3,12884,3452
42,36,Austria,"16,242",+41,629,,14563,1050
43,37,Japan,"16,237",,725,,10338,5174
44,38,Colombia,"14,939",,562,,3587,10790
45,39,Kuwait,"14,850",+1048,112,+5,4093,10645
46,40,South Africa,"14,355",,261,,6478,7616
47,41,Philippines,"12,513",+208,824,+7,2635,9054
48,42,Dominican Republic,"12,314",+204,428,,5847,6039
49,43,Egypt,"11,719",,612,,2950,8157
50,44,S. Korea,"11,050",+13,262,,9888,900
51,45,Denmark,"10,927",+69,547,+4,9227,1153
52,46,Serbia,"10,610",+114,230,+2,4713,5667
53,47,Panama,"9,449",+181,269,+3,6080,3100
54,,,,,,,,
55,48,Czechia,"8,460",+5,298,+2,5435,2727
56,49,Norway,"8,244",+7,232,,32,7980
57,50,Argentina,"7,805",,366,+3,2569,4870
58,51,Australia,"7,045",+9,98,,6367,580
59,52,Algeria,"7,019",+198,548,+6,3507,2964
60,53,Bahrain,"6,930",+183,12,,2774,4144
61,54,Malaysia,"6,894",+22,113,,5571,1210
62,55,Morocco,"6,870",+129,192,,3660,3018
63,56,Afghanistan,"6,664",+262,169,+1,778,5717
64,57,Finland,"6,347",+61,298,+1,5000,1049
65,58,Kazakhstan,"6,157",+307,34,,3256,2867
66,59,Moldova,"6,060",+126,211,+4,2344,3505
67,60,Ghana,"5,735",,29,,1754,3952
68,61,Nigeria,"5,621",,176,,1472,3973
69,62,Oman,"5,186",+157,22,+1,1465,3699
70,63,Armenia,"4,472",+189,60,+5,1925,2487
71,64,Luxembourg,"3,945",+15,107,+3,3702,136
72,65,Bolivia,"3,826",+249,165,+1,473,3188
73,66,Hungary,"3,509",+36,451,+3,1396,1662
74,67,Iraq,"3,404",+144,123,+2,2218,1063
75,68,Azerbaijan,"3,274",+136,39,+3,2015,1220
76,69,Cameroon,"3,105",,140,,1567,1398
77,70,Thailand,"3,028",+3,56,,2856,116
78,71,Greece,"2,834",+15,163,+1,1374,1297
79,72,Uzbekistan,"2,746",+8,12,+1,2247,487
80,73,Guinea,"2,658",,16,,1133,1509
81,74,Honduras,"2,565",+105,138,+4,278,2149
82,75,Senegal,"2,480",+51,25,,973,1482
83,76,Bosnia and Herzegovina,"2,290",+23,133,+4,1436,721
84,77,Sudan,"2,289",,97,,222,1970
85,78,Croatia,"2,226",+2,95,,1936,195
86,79,Bulgaria,"2,211",+36,108,+3,598,1505
87,80,Ivory Coast,"2,061",,25,,987,1049
88,81,Cuba,"1,872",+10,79,,1495,298
89,82,Iceland,"1,802",,10,,1786,6
90,83,North Macedonia,"1,792",+30,101,+3,1293,398
91,84,Estonia,"1,774",+4,63,,938,773
92,85,Guatemala,"1,763",+120,33,+3,138,1592
93,86,Lithuania,"1,541",+7,56,+1,997,488
94,87,Tajikistan,"1,524",+202,39,+3,,1485
95,88,New Zealand,"1,499",+1,21,,1433,45
96,89,Slovakia,"1,494",+1,28,,1163,303
97,90,Slovenia,"1,466",+1,104,+1,273,1089
98,91,DRC,"1,455",,61,,270,1124
99,92,Somalia,"1,421",+64,56,+1,152,1213
100,93,Mayotte,"1,342",+30,18,,627,697
101,94,El Salvador,"1,338",+73,27,+1,462,849
102,95,Djibouti,"1,331",,4,,950,377
103,96,Gabon,"1,320",,11,,244,1065
104,97,Kyrgyzstan,"1,138",+21,14,,804,320
105,98,Maldives,"1,083",+5,4,,58,1021
106,99,Hong Kong,"1,056",+3,4,,1024,28
107,100,Tunisia,"1,037",,45,,807,185
108,101,Latvia,"1,008",+11,19,,662,327
109,102,Sri Lanka,970,+13,9,,538,423
110,103,Guinea-Bissau,969,,4,,26,939
111,104,Albania,946,+13,31,,715,200
112,105,Cyprus,916,+2,17,,515,384
113,106,Lebanon,911,+9,26,,247,638
114,107,Niger,889,,51,,689,149
115,108,Kenya,887,+57,50,,313,524
116,109,Mali,860,+25,52,+4,494,314
117,110,Costa Rica,853,,10,,551,292
118,111,Burkina Faso,796,+14,51,,644,101
119,112,Paraguay,778,,11,,198,569
120,113,Andorra,761,,51,,615,95
121,114,Zambia,753,+74,7,,188,558
122,115,Uruguay,733,,19,,558,156
123,,,,,,,,
124,116,Diamond Princess,712,,13,,651,48
125,117,Georgia,695,+12,12,,425,258
126,118,San Marino,654,+1,41,,201,412
127,119,Jordan,607,,9,,404,194
128,120,Equatorial Guinea,594,,7,,22,565
129,121,Channel Islands,554,,43,,458,53
130,122,Malta,553,+7,6,,454,93
131,123,Jamaica,517,+6,9,,121,387
132,124,Tanzania,509,,21,,183,305
133,125,Sierra Leone,505,+43,32,+3,141,332
134,126,Venezuela,504,,10,,241,253
135,127,Chad,474,,50,,111,313
136,128,Réunion,443,,,,354,89
137,129,Taiwan,440,,7,,395,38
138,130,Congo,391,,15,,87,289
139,131,Palestine,381,+5,2,,335,44
140,132,Haiti,358,,20,,29,309
141,133,Benin,339,,2,,83,254
142,134,Isle of Man,335,,24,,285,26
143,135,Mauritius,332,,10,,322,0
144,136,Cabo Verde,328,,3,,84,241
145,137,CAR,327,,,,13,314
146,138,Montenegro,324,,9,,311,4
147,139,Vietnam,320,+2,,,260,60
148,140,Ethiopia,317,+11,5,,113,199
149,141,Madagascar,304,+21,1,+1,114,189
150,142,Togo,298,,11,,99,188
151,143,Nepal,295,+14,2,+1,36,257
152,144,Rwanda,289,,,,178,111
153,145,South Sudan,236,,4,,4,228
154,146,Sao Tome and Principe,235,,7,,4,224
155,147,Uganda,227,,,,63,164
156,148,Liberia,226,+3,21,+1,120,85
157,149,Eswatini,203,+1,2,,73,128
158,150,French Guiana,197,,1,,125,71
159,151,Martinique,192,,14,,91,87
160,152,Faeroe Islands,187,,,,187,0
161,153,Myanmar,184,+2,6,,97,81
162,154,Guadeloupe,155,,13,,109,33
163,155,Gibraltar,147,,,,145,2
164,156,Brunei,141,,1,,136,4
165,157,Mozambique,137,+8,,,43,94
166,158,Mongolia,136,+1,,,21,115
167,159,Bermuda,123,,9,,73,41
168,160,Yemen,122,,18,,1,103
169,161,Cambodia,122,,,,122,0
170,162,Guyana,117,,10,,43,64
171,163,Trinidad and Tobago,116,,8,,107,1
172,164,Aruba,101,,3,,93,5
173,165,Bahamas,96,,11,,42,43
174,166,Monaco,96,,4,,87,5
175,167,Cayman Islands,94,,1,,55,38
176,168,Barbados,86,,7,,67,12
177,169,Liechtenstein,82,,1,,55,26
178,170,Sint Maarten,77,,15,,54,8
179,171,Libya,65,,3,,35,27
180,172,Malawi,65,,3,,24,38
181,173,French Polynesia,60,,,,59,1
182,174,Syria,58,+7,3,,36,19
183,175,Angola,48,,2,,17,29
184,176,Macao,45,,,,43,2
185,177,Zimbabwe,44,+2,4,,17,23
186,178,Mauritania,40,,4,,7,29
187,179,Saint Martin,39,,3,,30,6
188,180,Eritrea,39,,,,39,0
189,181,Nicaragua,25,,8,,7,10
190,182,Antigua and Barbuda,25,,3,,19,3
191,183,Botswana,24,,1,,17,6
192,184,Timor-Leste,24,,,,24,0
193,185,Gambia,23,,1,,12,10
194,186,Grenada,22,,,,14,8
195,187,Bhutan,21,,,,5,16
196,188,Laos,19,,,,14,5
197,189,Belize,18,,2,,16,0
198,190,Fiji,18,,,,15,3
199,191,New Caledonia,18,,,,18,0
200,192,Saint Lucia,18,,,,18,0
201,193,St. Vincent Grenadines,17,,,,14,3
202,194,Curaçao,16,,1,,14,1
203,195,Dominica,16,,,,15,1
204,196,Namibia,16,,,,13,3
205,197,Burundi,15,,1,,7,7
206,198,Saint Kitts and Nevis,15,,,,14,1
207,199,Falkland Islands,13,,,,13,0
208,200,Turks and Caicos,12,,1,,10,1
209,201,Vatican City,12,,,,2,10
210,202,Comoros,11,,1,,3,7
211,203,Montserrat,11,,1,,10,0
212,204,Greenland,11,,,,11,0
213,205,Seychelles,11,,,,10,1
214,206,Suriname,10,,1,,9,0
215,207,MS Zaandam,9,,2,,,7
216,208,British Virgin Islands,8,,1,,6,1
217,209,Papua New Guinea,8,,,,8,0
218,210,Caribbean Netherlands,6,,,,6,0
219,211,St. Barth,6,,,,6,0
220,212,Western Sahara,6,,,,6,0
221,213,Anguilla,3,,,,3,0
222,214,Lesotho,1,,,,,1
223,215,Saint Pierre Miquelon,1,,,,1,0
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
230,,,,,,,,
