,country,total,new case,death,new_death,recovered,active_cases,critical
60,Morocco,3377,168,149,4,398,2830,1
61,Argentina,3144,,152,1,872,2120,123
62,Algeria,2910,99,402,10,1204,1304,40
63,Thailand,2826,15,49,1,2352,425,61
64,Moldova,2778,164,75,3,560,2143,212
65,Greece,2408,7,121,,577,1710,55
66,Kuwait,2248,168,13,2,443,1792,50
67,Hungary,2168,70,225,12,295,1648,82
68,Kazakhstan,2070,75,19,,515,1536,32
69,Bahrain,2009,36,7,,1026,976,2
70,Croatia,1950,42,48,,869,1033,19
71,Iceland,1785,7,10,,1462,313,5
72,Uzbekistan,1692,14,7,1,450,1235,8
73,Iraq,1631,29,83,,1146,402,
74,Oman,1614,106,8,,238,1368,3
75,Estonia,1559,7,44,1,184,1331,7
76,Azerbaijan,1518,38,20,,907,591,14
77,Armenia,1473,72,24,,633,816,30
78,New Zealand,1451,6,14,1,1036,401,2
79,Lithuania,1370,20,38,,357,975,17
80,Bosnia and Herzegovina,1368,26,53,2,460,855,4
81,Slovenia,1353,9,79,2,205,1069,24
82,North Macedonia,1259,28,56,1,272,931,8
83,Slovakia,1244,45,14,,284,946,7
84,Cuba,1189,52,40,2,341,808,18
85,Afghanistan,1176,84,40,4,166,970,7
86,Cameroon,1163,,43,,331,789,33
87,Ghana,1154,112,9,,99,1046,4
88,Hong Kong,1034,4,4,,678,352,8
89,Bulgaria,1024,49,49,4,174,801,37
90,Djibouti,974,29,2,,183,789,
91,Ivory Coast,916,,13,,303,600,
92,Tunisia,901,,38,,170,693,25
93,Cyprus,790,6,13,1,98,679,15
94,Nigeria,782,,25,,197,560,2
95,Latvia,761,13,11,2,133,617,5
96,Guinea,761,73,6,,164,591,
97,Andorra,723,6,37,,309,377,17
98,,,,,,,,
99,Diamond Princess,712,,13,,644,55,7
100,Lebanon,682,5,22,1,130,530,26
101,Costa Rica,669,,6,,150,513,6
102,Niger,657,,20,,127,510,
103,Albania,634,25,27,1,356,251,4
104,Kyrgyzstan,612,22,7,,254,351,5
105,Bolivia,609,11,37,3,44,528,3
106,Burkina Faso,600,,38,,362,200,
107,Uruguay,543,,12,,324,207,10
108,Honduras,510,16,46,,30,434,10
109,Channel Islands,496,,24,,256,216,
110,San Marino,488,12,40,,62,386,4
111,Palestine,474,8,4,,71,399,
112,Malta,444,1,3,,165,276,2
113,Senegal,442,30,6,1,253,183,1
114,Jordan,428,,7,,297,124,5
115,Taiwan,426,1,6,,236,184,
116,Georgia,416,8,5,1,107,304,6
117,Réunion,410,,,,238,172,2
118,DRC,359,9,25,,45,289,
119,Mauritius,329,1,9,,261,59,3
120,Mayotte,326,15,4,,125,197,4
121,Sri Lanka,323,13,7,,105,211,2
122,Guatemala,316,22,8,1,24,284,3
123,Montenegro,315,2,5,,116,194,7
124,Isle of Man,307,,15,6,212,80,20
125,Kenya,303,7,14,,74,215,2
126,Mali,293,35,17,3,73,203,
127,Venezuela,288,,10,,122,156,4
128,Somalia,286,,8,,4,274,2
129,Tanzania,284,30,10,,11,263,7
130,Vietnam,268,,,,223,45,8
131,El Salvador,237,12,7,,63,167,3
132,Jamaica,233,5,6,,27,200,
133,Paraguay,213,5,9,1,62,142,1
134,Faeroe Islands,185,,,,178,7,
135,Congo,165,,6,,16,143,
136,Martinique,164,1,14,,73,77,6
137,Gabon,156,,1,,16,139,2
138,Rwanda,150,,,,84,66,
139,Guadeloupe,148,,12,,73,63,13
140,Sudan,140,,13,,8,119,
141,Brunei,138,,1,,117,20,2
142,Gibraltar,132,,,,120,12,1
143,Cambodia,122,,,,110,12,1
144,Myanmar,121,,5,,7,109,
145,Madagascar,121,,,,52,69,1
146,Ethiopia,116,2,3,,21,92,
147,Trinidad and Tobago,115,,8,,37,70,
148,Liberia,101,,8,,20,73,
149,Aruba,100,3,2,,68,30,4
150,Bermuda,98,,5,,39,54,10
151,French Guiana,97,,1,,83,13,1
152,Monaco,94,,3,,26,65,2
153,Togo,88,2,6,,56,26,
154,Maldives,86,,,,16,70,2
155,Equatorial Guinea,83,,,,7,76,
156,Liechtenstein,81,,1,,55,25,
157,Barbados,75,,5,,25,45,4
158,Zambia,74,4,3,,35,36,1
159,Cabo Verde,73,5,1,,1,71,
160,Sint Maarten,68,,10,,12,46,6
161,Guyana,67,1,7,,9,51,5
162,Cayman Islands,66,,1,,7,58,3
163,Bahamas,65,,9,,12,44,1
164,Sierra Leone,61,11,,,6,55,
165,Uganda,61,,,,45,16,
166,Libya,59,,1,,15,43,
167,Haiti,58,1,4,1,2,52,
168,French Polynesia,57,,,,35,22,1
169,Benin,54,,1,,27,26,
170,Guinea-Bissau,50,,,,3,47,
171,Macao,45,,,,26,19,1
172,Nepal,45,3,,,7,38,
173,Syria,42,,3,,6,33,
174,Mozambique,41,2,,,8,33,
175,Eritrea,39,,,,6,33,
176,Saint Martin,38,,2,,19,17,3
177,Mongolia,35,1,,,8,27,
178,Chad,33,,,,8,25,
179,Eswatini,31,,1,,8,22,
180,Zimbabwe,28,,3,,2,23,
181,Antigua and Barbuda,24,1,3,,7,14,1
182,Angola,24,,2,,6,16,
183,Malawi,23,5,3,1,3,17,1
184,Timor-Leste,23,,,,1,22,
185,Botswana,22,2,1,,,21,
186,Laos,19,,,,4,15,
187,Belize,18,,2,,2,14,1
188,Fiji,18,,,,8,10,
189,New Caledonia,18,,,,17,1,1
190,Dominica,16,,,,9,7,
191,Namibia,16,,,,6,10,
192,Saint Kitts and Nevis,15,,,,1,14,
193,Saint Lucia,15,,,,13,2,
194,Curaçao,14,,1,,11,2,
195,CAR,14,,,,10,4,
196,Grenada,14,,,,6,8,4
197,St. Vincent Grenadines,13,1,,,3,10,
198,Burundi,11,6,1,,4,6,
199,Turks and Caicos,11,,1,,4,6,
200,Falkland Islands,11,,,,3,8,
201,Greenland,11,,,,11,0,
202,Montserrat,11,,,,2,9,1
203,Seychelles,11,,,,5,6,
204,Nicaragua,10,,2,,7,1,
205,Gambia,10,,1,,2,7,
206,Suriname,10,,1,,6,3,
207,MS Zaandam,9,,2,,,7,
208,Vatican City,9,,,,2,7,
209,Papua New Guinea,8,1,,,,8,
210,Mauritania,7,,1,,6,0,
211,Bhutan,6,,,,2,4,
212,St. Barth,6,,,,6,0,
213,Western Sahara,6,,,,,6,
214,British Virgin Islands,5,,1,,3,1,
215,Caribbean Netherlands,5,,,,,5,
216,Sao Tome and Principe,4,,,,,4,
217,South Sudan,4,,,,,4,
218,Anguilla,3,,,,1,2,
219,Saint Pierre Miquelon,1,,,,,1,
220,Yemen,1,,,,,1,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
