,country,total,new case,death,new_death,recovered,active_cases,critical
1,China,80796,18,3169,11,62826,14801,4257
2,Italy,15113,"2,651",1016,189,1258,12839,1153
3,Iran,10075,"1,075",429,75,3276,6370,
4,S. Korea,7869,114,66,6,333,7470,54
5,Spain,3059,782,86,31,189,2784,190
6,France,2876,595,61,13,12,2803,129
7,Germany,2745,779,6,3,25,2714,9
8,USA,1573,272,40,2,15,1518,10
9,Switzerland,868,216,7,3,4,857,
10,Norway,782,153,1,1,1,780,
11,Diamond Princess,696,,7,,325,364,32
12,Japan,691,52,19,4,118,554,29
13,Sweden,683,183,1,,1,681,2
14,Denmark,674,160,,,1,673,2
15,Netherlands,614,111,5,,2,607,1
16,UK,590,130,10,2,18,562,20
17,Belgium,399,85,3,,1,395,2
18,Austria,361,115,1,1,4,356,1
19,Qatar,262,,,,,262,
20,Bahrain,197,2,,,35,162,1
21,Singapore,187,9,,,96,91,12
22,Malaysia,158,9,,,26,132,2
23,Australia,156,28,3,,26,127,1
24,Hong Kong,130,,3,,77,50,6
25,Canada,122,12,1,,9,112,1
26,Greece,117,18,1,1,,116,2
27,Czechia,109,15,,,,109,
28,Finland,109,44,,,1,108,
29,Iceland,109,24,,,,109,
30,Israel,109,12,,,4,105,2
31,Slovenia,96,39,,,,96,
32,UAE,85,11,,,20,65,2
33,Iraq,83,12,8,1,24,51,
34,Kuwait,80,8,,,5,75,4
35,Portugal,78,17,,,1,77,1
36,India,74,12,,,4,70,
37,Ireland,70,27,1,,,69,6
38,Thailand,70,11,1,,35,34,1
39,San Marino,69,,3,,,66,3
40,Brazil,69,17,,,,69,2
41,Lebanon,68,,3,1,1,64,3
42,Egypt,67,,1,,27,39,
43,Romania,59,12,,,6,53,1
44,Philippines,52,3,2,,2,48,1
45,Poland,51,20,1,1,,50,3
46,Taiwan,49,1,1,,20,28,
47,Saudi Arabia,45,,,,1,44,
48,Vietnam,39,,,,16,23,
49,Indonesia,34,,1,,3,30,
50,Russia,34,6,,,3,31,
51,Chile,33,10,,,,33,
52,Palestine,31,1,,,,31,
53,Argentina,30,9,1,,,29,1
54,Croatia,27,8,,,1,26,
55,Georgia,25,1,,,,25,1
56,Brunei,25,14,,,,25,
57,Algeria,24,4,1,1,8,15,
58,Serbia,24,6,,,,24,
59,Albania,23,8,1,,,22,
60,Bulgaria,23,16,1,,,22,
61,Costa Rica,22,,,,,22,1
62,Peru,22,5,,,,22,
63,Belarus,21,12,,,3,18,
64,Pakistan,21,1,,,2,19,
65,Slovakia,21,11,,,,21,
66,Estonia,19,3,,,,19,
67,Luxembourg,19,12,,,,19,
68,Oman,18,,,,9,9,
69,Ecuador,17,,,,,17,1
70,South Africa,17,4,,,,17,
71,Latvia,16,6,,,1,15,
72,Hungary,16,3,,,,16,
73,Azerbaijan,15,4,1,1,3,11,
74,Panama,14,,1,,,13,
75,Tunisia,13,6,,,,13,2
76,Mexico,12,1,,,4,8,1
77,Bosnia and Herzegovina,11,4,,,,11,
78,Macao,10,,,,10,0,
79,Cyprus,10,4,,,,10,
80,North Macedonia,9,,,,1,8,
81,Colombia,9,,,,,9,
82,Malta,9,2,,,,9,
83,Maldives,8,,,,,8,
84,Afghanistan,7,,,,,7,
85,Morocco,6,,1,,,5,1
86,Armenia,6,5,,,,6,
87,French Guiana,6,,,,,6,
88,Moldova,6,3,,,,6,
89,Cambodia,5,,,,1,4,
90,Dominican Republic,5,,,,,5,
91,New Zealand,5,,,,,5,
92,Senegal,5,1,,,1,4,
93,Paraguay,5,,,,,5,1
94,Liechtenstein,4,1,,,,4,
95,Lithuania,3,,,,,3,
96,Sri Lanka,3,1,,,1,2,
97,Bangladesh,3,,,,,3,
98,Bolivia,3,1,,,,3,
99,Channel Islands,3,1,,,,3,
100,Cuba,3,,,,,3,
101,Martinique,3,,,,,3,
102,Nigeria,2,,,,,2,
103,Burkina Faso,2,,,,,2,
104,Cameroon,2,,,,,2,
105,Faeroe Islands,2,,,,,2,
106,Honduras,2,,,,,2,
107,Jamaica,2,,,,,2,
108,Saint Martin,2,,,,,2,
109,Guyana,1,1,1,1,,0,
110,Andorra,1,,,,,1,
111,Jordan,1,,,,,1,
112,Monaco,1,,,,,1,
113,Nepal,1,,,,1,0,
114,Ukraine,1,,,,,1,
115,Bhutan,1,,,,,1,
116,Ivory Coast,1,,,,,1,
117,DRC,1,,,,,1,
118,French Polynesia,1,,,,,1,
119,Gibraltar,1,,,,1,0,
120,Vatican City,1,,,,,1,
121,Mongolia,1,,,,,1,
122,Réunion,1,,,,,1,
123,St. Barth,1,,,,,1,
124,St. Vincent Grenadines,1,,,,,1,
125,Togo,1,,,,,1,
126,Turkey,1,,,,,1,
