,country,total,new case,death,new_death,recovered,active_cases,critical
48,Serbia,1060,160,28,5,42,990,62
49,Argentina,1054,,28,1,248,778,
50,Singapore,1000,74,3,,245,752,24
51,Croatia,963,96,6,,73,884,34
52,Colombia,906,,16,,31,859,35
53,Algeria,847,131,58,14,61,728,
54,Slovenia,841,39,15,,10,816,31
55,Qatar,781,,2,,62,717,6
56,Estonia,779,34,5,1,33,741,15
57,Hong Kong,765,50,4,,147,614,5
58,Diamond Princess,712,,11,,603,98,15
59,Egypt,710,,46,,157,507,
60,New Zealand,708,61,1,,83,624,2
61,Iraq,694,,50,,170,474,
62,Ukraine,669,24,17,,10,642,
63,UAE,664,,6,,61,597,2
64,Morocco,638,21,37,1,26,575,1
65,Lithuania,581,44,8,,7,566,11
66,Armenia,571,39,4,1,31,536,30
67,Bahrain,569,2,4,,337,228,3
68,Hungary,525,33,20,4,40,465,17
69,Lebanon,479,16,14,2,43,422,5
70,Bosnia and Herzegovina,457,37,13,,19,425,1
71,Latvia,446,48,,,1,445,3
72,Tunisia,423,29,12,2,5,406,10
73,Moldova,423,70,5,1,23,395,44
74,Bulgaria,422,23,9,1,20,393,18
75,Slovakia,400,37,1,1,3,396,1
76,Andorra,390,14,14,2,10,366,12
77,Kazakhstan,380,37,3,1,26,351,6
78,Azerbaijan,359,61,5,,26,328,7
79,North Macedonia,354,25,11,2,17,326,4
80,Costa Rica,347,,2,,4,341,8
81,Uruguay,338,,2,1,41,295,12
82,Taiwan,329,7,5,,45,279,
83,Cyprus,320,58,9,1,28,283,11
84,Kuwait,317,28,,,80,237,13
85,Réunion,281,34,,,40,241,3
86,Jordan,274,,5,,30,239,5
87,Burkina Faso,261,,14,,32,215,
88,Albania,259,16,15,,67,177,7
89,San Marino,236,,26,,13,197,16
90,Cameroon,233,40,6,,10,217,
91,Vietnam,218,6,,,63,155,3
92,Cuba,212,26,6,,12,194,3
93,Oman,210,18,1,,34,175,3
94,Afghanistan,196,22,4,,5,187,
95,Ghana,195,34,5,,31,159,1
96,Senegal,190,15,1,1,45,144,
97,Malta,188,19,,,2,186,2
98,Ivory Coast,179,,1,,7,171,
99,Uzbekistan,173,1,2,,12,159,8
100,Faeroe Islands,173,4,,,75,98,1
101,Honduras,172,31,10,3,3,159,4
102,Channel Islands,172,31,3,,,169,
103,Belarus,163,11,2,1,53,108,2
104,Mauritius,158,15,5,,,153,1
105,Nigeria,151,16,2,,9,140,
106,Sri Lanka,146,3,2,,21,123,5
107,Venezuela,143,8,3,,41,99,6
108,Palestine,134,15,1,,18,115,
109,Brunei,131,2,1,,52,78,3
110,Martinique,128,,3,,27,98,15
111,Montenegro,123,14,2,,,121,4
112,Georgia,117,7,,,23,94,6
113,Bolivia,115,8,7,1,1,107,3
114,Guadeloupe,114,,4,,22,88,14
115,Kyrgyzstan,111,4,,,3,108,3
116,DRC,109,11,9,1,3,97,
117,Cambodia,109,,,,25,84,1
118,Mayotte,94,,1,,10,83,3
119,Trinidad and Tobago,89,2,5,2,1,83,
120,Kenya,81,22,1,,3,77,2
121,Rwanda,75,,,,,75,
122,Paraguay,69,4,3,,1,65,4
123,Gibraltar,69,,,,34,35,
124,Liechtenstein,68,,,,,68,
125,Isle of Man,65,5,,,,65,
126,Madagascar,57,,,,,57,6
127,Monaco,55,3,1,,2,52,
128,Aruba,55,,,,1,54,
129,Bangladesh,54,3,6,1,25,23,1
130,French Guiana,51,,,,15,36,
131,Uganda,44,,,,,44,
132,Macao,41,,,,10,31,
133,Guatemala,39,1,1,,12,26,1
134,Jamaica,38,,2,,2,34,
135,French Polynesia,37,,,,,37,1
136,Togo,36,2,2,1,10,24,
137,Zambia,36,,,,,36,
138,Niger,34,,3,,,31,
139,Barbados,34,,,,,34,
140,Djibouti,33,3,,,,33,
141,El Salvador,32,,1,,,31,4
142,Bermuda,32,,,,10,22,
143,Mali,31,3,3,1,,28,
144,Guinea,30,8,,,,30,
145,Ethiopia,29,3,,,2,27,2
146,Tanzania,20,1,1,,1,18,
147,Congo,19,,,,,19,
148,Maldives,19,1,,,13,6,
149,Gabon,18,2,1,,,17,
150,Sint Maarten,16,10,1,1,6,9,
151,Haiti,16,1,,,1,15,
152,New Caledonia,16,,,,,16,
153,Myanmar,15,,1,,,14,
154,Saint Martin,15,,1,,2,12,
155,Bahamas,15,1,,,1,14,
156,Equatorial Guinea,15,,,,1,14,
157,Eritrea,15,,,,,15,
158,Cayman Islands,14,,1,,,13,
159,Mongolia,14,2,,,2,12,
160,Namibia,14,3,,,2,12,
161,Saint Lucia,13,,,,1,12,
162,Guyana,12,,2,,,10,
163,Dominica,12,,,,,12,
164,Curaçao,11,,1,,3,7,
165,Syria,10,,2,,,8,
166,Greenland,10,,,,2,8,
167,Laos,10,1,,,,10,
168,Libya,10,,,,1,9,
169,Mozambique,10,2,,,,10,
170,Seychelles,10,,,,,10,
171,Suriname,10,1,,,,10,
172,Benin,9,,,,1,8,
173,Grenada,9,,,,,9,
174,Eswatini,9,,,,,9,
175,Zimbabwe,8,,1,,,7,
176,Guinea-Bissau,8,,,,,8,
177,Saint Kitts and Nevis,8,,,,,8,
178,Angola,7,,2,,1,4,
179,Sudan,7,,2,,2,3,
180,Antigua and Barbuda,7,,,,,7,
181,Chad,7,,,,,7,
182,Cabo Verde,6,,1,,,5,
183,Mauritania,6,,1,,2,3,
184,Vatican City,6,,,,,6,
185,Liberia,6,3,,,,6,
186,St. Barth,6,,,,1,5,
187,Turks and Caicos,6,1,,,,6,
188,Nicaragua,5,,1,,,4,
189,Nepal,5,,,,1,4,
190,Fiji,5,,,,,5,
191,Montserrat,5,,,,,5,
192,Somalia,5,,,,1,4,
193,Botswana,4,,1,,,3,
194,Gambia,4,,1,,,3,
195,Bhutan,4,,,,,4,
196,Belize,3,,,,,3,
197,British Virgin Islands,3,,,,,3,
198,CAR,3,,,,,3,
199,MS Zaandam,2,,,,,2,
200,Anguilla,2,,,,,2,
201,Burundi,2,,,,,2,
202,Caribbean Netherlands,2,2,,,,2,
203,Papua New Guinea,1,,,,,1,
204,St. Vincent Grenadines,1,,,,1,0,
205,Sierra Leone,1,,,,,1,
206,Timor-Leste,1,,,,,1,
