,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,1244321,"42,868",67851,"3,163",256467,920003,44952
2,USA,322995,"11,638",9149,697,16579,297267,8468
3,Spain,130759,"4,591",12418,471,38080,80261,6861
4,Italy,128948,"4,316",15887,525,21815,91246,3977
5,Germany,98737,"2,645",1523,79,26400,70814,3936
6,France,89953,,7560,,15438,66955,6838
7,China,81669,30,3329,3,76964,1376,295
8,Iran,58226,"2,483",3603,151,19736,34887,4103
9,UK,47806,"5,903",4934,621,135,42737,1559
10,Turkey,23934,,501,,786,22647,1311
11,Switzerland,21100,595,685,19,6415,14000,391
12,Belgium,19691,"1,260",1447,164,3751,14493,1261
13,Netherlands,17851,"1,224",1766,115,250,15835,1360
14,Canada,14426,514,258,27,2603,11565,426
15,Austria,11934,153,204,18,2998,8732,244
16,Portugal,11278,754,295,29,75,10908,267
17,Brazil,10475,115,448,3,127,9900,296
18,S. Korea,10237,81,183,6,6463,3591,55
19,Israel,8018,167,48,4,477,7493,127
20,Sweden,6830,387,401,28,205,6224,541
21,Australia,5687,137,35,5,2315,3337,91
22,Norway,5686,136,70,8,32,5584,98
23,Russia,5389,658,45,2,355,4989,8
24,Ireland,4604,,137,,25,4442,148
25,Czechia,4475,3,62,3,78,4335,86
26,Chile,4471,310,34,7,528,3909,38
27,Denmark,4369,292,179,18,1327,2863,142
28,Poland,4102,475,94,15,134,3874,50
29,Romania,3864,251,151,5,374,3339,141
30,Malaysia,3662,179,61,4,1005,2596,99
31,India,3588,,99,,229,3260,
32,Ecuador,3465,,172,,100,3193,100
33,Philippines,3246,152,152,8,64,3030,1
34,Japan,3139,,77,,514,2548,64
35,Pakistan,3123,305,45,4,208,2870,18
36,Luxembourg,2804,75,36,5,500,2268,33
37,Saudi Arabia,2385,206,34,5,488,1863,41
38,Indonesia,2273,181,198,7,164,1911,
39,Thailand,2169,102,23,3,674,1472,23
40,Finland,1927,45,28,3,300,1599,73
41,Serbia,1908,284,51,7,54,1803,98
42,Mexico,1890,202,79,19,633,1178,1
43,Panama,1801,,46,,13,1742,75
44,Peru,1746,,73,,914,759,88
45,Dominican Republic,1745,167,82,5,17,1646,147
46,Greece,1735,62,73,5,78,1584,93
47,South Africa,1585,,9,,95,1481,7
48,UAE,1505,,10,,125,1370,1
49,Iceland,1486,69,4,,428,1054,11
50,Argentina,1451,,44,1,279,1128,86
51,Colombia,1406,,32,,85,1289,50
52,Qatar,1325,,3,,109,1213,37
53,Singapore,1309,120,6,,297,1006,24
54,Algeria,1251,,130,,90,1031,
55,Ukraine,1251,26,32,,25,1194,16
56,Croatia,1182,56,15,3,125,1042,39
57,Estonia,1097,58,15,2,62,1020,17
58,Egypt,1070,,71,,241,758,
59,New Zealand,1039,89,1,,156,882,3
60,Slovenia,997,20,28,6,79,890,31
61,Morocco,961,42,69,10,70,822,1
62,Iraq,961,83,61,5,279,621,
63,Hong Kong,890,28,4,,206,680,8
64,Moldova,864,112,15,3,30,819,80
65,Armenia,822,52,7,,57,758,30
66,Lithuania,811,40,12,1,7,792,11
67,Hungary,733,55,34,2,66,633,17
68,Diamond Princess,712,,11,,619,82,10
69,Bahrain,698,10,4,,427,267,3
70,Bosnia and Herzegovina,654,30,21,,30,603,4
71,Azerbaijan,584,63,5,,32,547,17
72,Kazakhstan,569,38,6,1,36,527,6
73,Belarus,562,122,8,3,52,502,11
74,Kuwait,556,77,1,,99,456,17
75,North Macedonia,555,72,18,1,23,514,15
76,Cameroon,555,,9,,17,529,
77,Tunisia,553,,19,1,5,529,39
78,Latvia,533,24,1,,1,531,4
79,Bulgaria,531,28,20,3,37,474,22
80,Lebanon,527,7,18,1,54,455,28
81,Andorra,501,35,18,1,26,457,12
82,Slovakia,485,14,1,,10,474,3
83,Cyprus,446,20,9,,37,400,11
84,Costa Rica,435,,2,,13,420,13
85,Uruguay,400,,5,,93,302,13
86,Taiwan,363,8,5,,54,304,
87,Albania,361,28,20,,104,237,7
88,Réunion,344,10,,,40,304,4
89,Afghanistan,337,28,7,,15,315,
90,Jordan,323,,5,,74,244,5
91,Burkina Faso,318,,16,,66,236,
92,Oman,298,21,2,,61,235,3
93,Uzbekistan,298,32,2,,30,266,8
94,Cuba,288,,6,,15,267,11
95,Honduras,268,4,22,7,6,240,10
96,San Marino,266,7,32,,35,199,14
97,Channel Islands,262,,5,,13,244,
98,Ivory Coast,245,,1,,25,219,
99,Vietnam,241,1,,,90,151,3
100,Palestine,228,11,1,,23,204,
101,Mauritius,227,31,7,,7,213,1
102,Malta,227,14,,,2,225,3
103,Nigeria,224,10,5,1,27,192,2
104,Senegal,222,3,2,,82,138,1
105,Ghana,214,9,5,,31,178,2
106,Montenegro,203,2,2,,1,200,4
107,Faeroe Islands,181,,,,99,82,1
108,Sri Lanka,175,9,5,,33,137,5
109,Georgia,170,8,2,1,36,132,6
110,Bolivia,157,18,10,,2,145,3
111,Venezuela,155,,7,,52,96,6
112,DRC,154,,18,,3,133,
113,Kyrgyzstan,147,3,1,,9,137,5
114,Martinique,145,,3,,27,115,22
115,Niger,144,,8,,,136,
116,Kenya,142,16,4,,4,134,2
117,Brunei,135,,1,,73,61,3
118,Guadeloupe,134,,7,,24,103,14
119,Mayotte,134,,2,,14,118,3
120,Isle of Man,127,1,1,,,126,
121,Guinea,121,10,,,5,116,
122,Cambodia,114,,,,50,64,1
123,Trinidad and Tobago,104,1,7,1,1,96,
124,Paraguay,104,8,3,,12,89,2
125,Gibraltar,103,5,,,52,51,
126,Rwanda,102,,,,4,98,
127,Bangladesh,88,18,9,1,33,46,1
128,Liechtenstein,77,,1,,,76,
129,Madagascar,72,2,,,2,70,6
130,Monaco,66,,1,,3,62,2
131,Aruba,64,,,,1,63,
132,El Salvador,62,6,3,,2,57,4
133,Guatemala,61,,2,,15,44,1
134,French Guiana,61,,,,22,39,1
135,Djibouti,59,9,,,9,50,
136,Barbados,56,4,1,1,6,49,4
137,Jamaica,55,2,3,,7,45,
138,Uganda,48,,,,,48,
139,Congo,45,23,5,3,2,38,
140,Mali,45,4,5,2,1,39,
141,Togo,44,3,3,,20,21,
142,Macao,44,,,,10,34,
143,Ethiopia,43,5,1,1,4,38,1
144,French Polynesia,40,,,,,40,1
145,Zambia,39,,1,,3,35,
146,Bermuda,37,,,,14,23,
147,Cayman Islands,35,,1,,1,33,
148,Saint Martin,29,5,2,,7,20,6
149,Eritrea,29,,,,,29,
150,Bahamas,28,,4,,,24,1
151,Sint Maarten,25,2,4,,6,15,
152,Guyana,24,1,4,,,20,
153,Gabon,21,,1,,1,19,
154,Myanmar,21,,1,,,20,
155,Haiti,21,1,,,1,20,
156,Tanzania,20,,1,,3,16,
157,Syria,19,3,2,,2,15,
158,Maldives,19,,,,13,6,
159,Libya,18,,1,,,17,
