,country,total,new case,death,new_death,recovered,active_cases,critical
1,World,1676532,"72,880",101551,"5,859",372253,1202728,50104
2,,,,,,,,
3,,,,,,,,
4,USA,488980,"20,414",18009,"1,318",26187,444784,10896
5,,,,,,,,
6,Spain,157053,"3,831",15970,523,55668,85415,7371
7,Italy,147577,"3,951",18849,570,30455,98273,3497
8,France,124869,"7,120",13197,987,24932,86740,7004
9,Germany,119624,"1,389",2607,,52407,64610,4895
10,China,81907,42,3336,1,77455,1116,144
11,UK,73758,"8,681",8958,980,135,64665,1559
12,Iran,68192,"1,972",4232,122,35465,28495,3969
13,Turkey,47029,"4,747",1006,98,2423,43600,1667
14,,,,,,,,
15,Belgium,26667,"1,684",3019,496,5568,18080,1278
16,Switzerland,24551,500,1001,53,10600,12950,386
17,Netherlands,23097,"1,335",2511,115,250,20336,1424
18,Canada,22046,"1,281",556,47,5834,15656,518
19,Brazil,18397,252,974,20,173,17250,296
20,Portugal,15472,"1,516",435,26,233,14804,226
21,Austria,13551,307,319,24,6064,7168,261
22,,,,,,,,
23,Russia,11917,"1,786",94,18,795,11028,8
24,S. Korea,10450,27,208,4,7117,3125,55
25,Israel,10095,127,95,9,1061,8939,164
26,Sweden,9685,544,870,77,381,8434,749
27,India,7598,873,246,19,774,6578,
28,,,,,,,,
29,Ecuador,7161,"2,196",297,25,368,6496,171
30,Ireland,7054,480,287,24,25,6742,194
31,Chile,6501,529,65,8,1571,4865,360
32,Norway,6298,79,113,5,32,6153,70
33,Australia,6203,51,53,2,3141,3009,74
34,Poland,5955,380,181,7,318,5456,160
35,Peru,5897,641,169,31,1569,4159,130
36,Denmark,5819,184,247,10,1773,3799,113
37,Czechia,5674,105,119,7,346,5209,98
38,Japan,5530,183,99,,685,4746,109
39,Romania,5467,265,270,22,729,4468,183
40,Pakistan,4695,206,66,1,727,3902,45
41,Malaysia,4346,118,70,3,1830,2446,69
42,Philippines,4195,119,221,18,140,3834,1
43,Saudi Arabia,3651,364,47,3,685,2919,57
44,Indonesia,3512,219,306,26,282,2924,
45,Mexico,3441,260,194,20,633,2614,89
46,Luxembourg,3223,108,54,2,500,2669,30
47,Serbia,3105,238,71,5,118,2916,136
48,UAE,2990,,14,,268,2708,1
49,Finland,2769,164,48,6,300,2421,82
50,Panama,2752,,66,,16,2670,107
51,Dominican Republic,2620,271,126,8,98,2396,147
52,Qatar,2512,136,6,,227,2279,37
53,Thailand,2473,50,33,1,1013,1427,61
54,Colombia,2223,,69,,174,1980,85
55,Ukraine,2203,311,69,12,61,2073,33
56,Singapore,2108,198,7,1,492,1609,29
57,Greece,2011,56,91,4,269,1651,77
58,South Africa,2003,69,24,6,410,1569,7
59,Belarus,1981,495,19,3,169,1793,72
60,Argentina,1894,,81,2,375,1438,96
61,Algeria,1761,95,256,21,405,1100,46
62,Egypt,1699,,118,,348,1233,
63,Iceland,1675,27,6,,751,918,11
64,Croatia,1495,88,21,1,231,1243,34
65,Morocco,1448,74,107,10,122,1219,1
66,Moldova,1438,149,29,,56,1353,80
67,New Zealand,1283,44,2,1,373,908,5
68,Iraq,1279,47,70,1,550,659,
69,Estonia,1258,51,24,,93,1141,9
70,Hungary,1190,210,77,11,112,1001,17
71,Slovenia,1160,36,45,2,137,978,36
72,Lithuania,999,44,22,6,54,923,14
73,Kuwait,993,83,1,,123,869,26
74,Azerbaijan,991,65,10,1,159,822,27
75,Hong Kong,990,16,4,,309,677,15
76,Armenia,937,16,12,2,149,776,30
77,Bahrain,913,26,6,1,530,377,3
78,Bosnia and Herzegovina,901,43,36,1,129,736,4
79,Kazakhstan,812,31,10,2,64,738,21
80,Cameroon,803,,12,,61,730,
81,,,,,,,,
82,Slovakia,715,14,2,,23,690,5
83,Diamond Princess,712,,11,,619,82,10
84,North Macedonia,711,48,32,2,41,638,15
85,Tunisia,671,28,25,,25,621,78
86,Bulgaria,635,17,25,1,54,556,33
87,Uzbekistan,624,42,3,,42,579,8
88,Latvia,612,23,3,,16,593,3
89,Lebanon,609,27,20,1,76,513,28
90,Andorra,601,18,26,1,71,504,17
91,Cyprus,595,31,10,,58,527,11
92,Cuba,564,49,15,,51,498,11
93,Costa Rica,539,,3,,30,506,13
94,Afghanistan,521,37,15,,32,474,
95,Oman,484,27,3,,109,372,3
96,Uruguay,473,17,7,,206,260,13
97,Ivory Coast,444,,3,,52,389,
98,Burkina Faso,443,,24,,146,273,
99,Bangladesh,424,94,27,6,33,364,1
100,Albania,416,7,23,,182,211,7
101,Niger,410,,11,,40,359,
102,Channel Islands,398,37,9,1,40,349,
103,Honduras,382,39,23,,7,352,10
104,Taiwan,382,2,6,1,91,285,
105,Réunion,382,20,,,40,342,3
106,Ghana,378,,6,,4,368,2
107,Jordan,372,,7,,170,195,5
108,Malta,350,13,2,,16,332,4
109,San Marino,344,11,34,,50,260,14
110,Mauritius,318,4,9,2,23,286,3
111,Kyrgyzstan,298,18,5,1,35,258,5
112,Nigeria,288,,7,,51,230,2
113,Bolivia,268,4,19,1,2,247,3
114,Palestine,267,4,2,1,45,220,
115,Senegal,265,15,2,,137,126,1
116,Vietnam,257,2,,,144,113,8
117,Montenegro,255,3,2,,4,249,7
118,Georgia,234,16,3,,54,177,6
119,DRC,215,35,20,2,13,182,
120,Isle of Man,201,11,1,,103,97,11
121,Guinea,194,,,,11,183,
122,Mayotte,191,7,2,,50,139,4
123,Sri Lanka,190,,7,,54,129,5
124,Kenya,189,5,7,,22,160,2
125,Faeroe Islands,184,,,,145,39,
126,Venezuela,171,,9,,84,78,6
127,Martinique,154,,6,,50,98,19
128,Djibouti,150,10,1,,36,113,
129,Guadeloupe,143,,8,,67,68,13
130,Brunei,136,1,1,,99,36,3
131,Paraguay,129,5,6,1,18,105,1
132,Gibraltar,127,4,,,69,58,1
133,Guatemala,126,31,3,,17,106,3
134,Cambodia,119,,,,72,47,1
135,El Salvador,117,14,6,,15,96,4
136,Rwanda,113,,,,7,106,
137,Trinidad and Tobago,109,,8,,1,100,
138,Madagascar,93,,,,11,82,1
139,Monaco,90,6,1,,5,84,4
140,Mali,87,13,7,,22,58,
141,Aruba,86,4,,,27,59,
142,French Guiana,83,,,,43,40,1
143,Liechtenstein,79,1,1,,55,23,
144,Togo,76,3,3,,25,48,
145,Barbados,66,,4,1,11,51,4
146,Ethiopia,65,9,3,1,4,58,1
147,Jamaica,63,,4,,13,46,
148,Congo,60,,5,,5,50,
149,Uganda,53,,,,,53,
150,French Polynesia,51,,,,,51,
151,Sint Maarten,50,7,8,2,3,39,2
152,Bermuda,48,,4,,25,19,2
153,Cayman Islands,45,,1,,6,38,
154,Macao,45,,,,10,35,1
155,Gabon,44,,1,,1,42,
156,Bahamas,41,,8,,5,28,1
157,Zambia,40,1,2,1,25,13,1
158,Guyana,37,,6,,8,23,4
159,Liberia,37,6,5,1,3,29,
160,Guinea-Bissau,36,,,,,36,
161,Benin,35,9,1,,5,29,
162,Eritrea,34,1,,,,34,
163,Tanzania,32,7,3,2,5,24,
164,Saint Martin,32,,2,,11,19,5
165,Haiti,30,,2,,,28,
166,Myanmar,27,4,3,,2,22,
167,Libya,24,,1,,8,15,
168,Somalia,21,9,1,,1,19,
169,Mozambique,20,3,,,2,18,
170,Angola,19,,2,,2,15,
171,Antigua and Barbuda,19,,2,,,17,1
172,Syria,19,,2,,4,13,
173,Maldives,19,,,,13,6,
174,Equatorial Guinea,18,,,,3,15,
175,New Caledonia,18,,,,1,17,
176,Dominica,16,1,,,5,11,
177,Fiji,16,1,,,,16,
178,Laos,16,,,,,16,
179,Mongolia,16,,,,4,12,
180,Namibia,16,,,,3,13,
181,Sudan,15,,2,,2,11,
182,Curaçao,14,,1,,7,6,
183,Saint Lucia,14,,,,1,13,
184,Botswana,13,,1,,,12,
185,Grenada,12,,,,,12,2
186,St. Vincent Grenadines,12,,,,1,11,
187,Eswatini,12,,,,7,5,
188,Zimbabwe,11,,3,,,8,
189,Chad,11,,,,2,9,
190,Greenland,11,,,,11,0,
191,Saint Kitts and Nevis,11,,,,,11,
192,Seychelles,11,,,,,11,
193,Belize,10,1,2,1,,8,1
194,Suriname,10,,1,,4,5,
195,MS Zaandam,9,,2,,,7,
196,Malawi,9,1,1,,,8,1
197,Nepal,9,,,,1,8,
198,Montserrat,9,,,,,9,1
199,Turks and Caicos,8,,1,,,7,
200,CAR,8,,,,,8,
201,Vatican City,8,,,,2,6,
202,Sierra Leone,8,1,,,,8,
203,Cabo Verde,7,,1,,1,5,
204,Mauritania,7,,1,,2,4,
205,Nicaragua,7,,1,,,6,
206,St. Barth,6,,,,1,5,
207,Bhutan,5,,,,2,3,
208,Falkland Islands,5,,,,1,4,
209,Gambia,4,,1,,2,1,
210,Sao Tome and Principe,4,,,,,4,
211,South Sudan,4,1,,,,4,
212,Western Sahara,4,,,,,4,
213,Anguilla,3,,,,,3,
214,British Virgin Islands,3,,,,,3,
215,Burundi,3,,,,,3,
216,Caribbean Netherlands,2,,,,,2,
217,Papua New Guinea,2,,,,,2,
218,Timor-Leste,2,1,,,1,1,
219,Saint Pierre Miquelon,1,,,,,1,
220,Yemen,1,1,,,,1,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
