,country,total,new case,death,new_death,recovered,active_cases,critical
1,China,80928,34,3245,8,70420,7263,2274
2,Italy,41035,"5,322",3405,427,4440,33190,2498
3,Iran,18407,"1,046",1284,149,5979,11144,
4,Spain,17395,"2,626",803,165,1107,15485,800
5,Germany,14544,"2,217",43,15,113,14388,2
6,USA,11355,"2,096",171,21,108,11076,64
7,France,9134,,264,,602,8268,931
8,S. Korea,8565,152,91,7,1947,6527,59
9,Switzerland,3944,829,41,8,15,3888,
10,UK,2692,66,137,33,65,2490,20
11,Netherlands,2460,409,76,18,2,2382,45
12,Austria,2013,367,6,2,9,1998,12
13,Belgium,1795,309,21,7,165,1609,130
14,Norway,1755,164,7,1,1,1747,27
15,Sweden,1439,138,11,1,16,1412,21
16,Denmark,1151,94,6,2,1,1144,30
17,Japan,923,9,32,3,191,700,46
18,Malaysia,900,110,2,,75,823,15
19,Canada,800,73,10,1,11,779,1
20,Portugal,785,143,3,1,4,778,20
21,Diamond Princess,712,,7,,527,178,14
22,Australia,709,113,6,,46,657,1
23,Czechia,694,172,,,3,691,6
24,Ireland,557,191,3,1,5,549,6
25,Brazil,534,5,6,2,2,526,18
26,Israel,529,96,,,13,516,6
27,Greece,464,46,6,1,19,439,16
28,Pakistan,453,146,2,,13,438,
29,Qatar,452,,,,4,448,
30,Finland,400,41,,,10,390,2
31,Singapore,345,32,,,124,221,14
32,Chile,342,104,,,,342,6
33,Luxembourg,335,132,4,2,,331,1
34,Iceland,330,80,,,5,325,1
35,Poland,325,38,5,,13,307,3
36,Slovenia,319,33,1,,,318,6
37,Indonesia,308,81,25,6,15,268,
38,Bahrain,277,21,1,,100,176,4
39,Romania,277,17,,,25,252,5
40,Saudi Arabia,274,36,,,8,266,
41,Thailand,272,60,1,,42,229,1
42,Estonia,267,9,,,1,266,1
43,Peru,234,89,,,1,233,7
44,Philippines,217,15,17,,8,192,1
45,Egypt,210,,6,,28,176,
46,Hong Kong,208,15,4,,98,106,4
47,Ecuador,199,31,3,,1,195,2
48,Russia,199,52,1,1,8,190,
49,India,194,25,4,1,20,170,
50,Turkey,192,1,3,1,,189,
51,Iraq,177,13,12,,49,116,
52,Lebanon,157,24,4,,4,149,3
53,South Africa,150,34,,,,150,
54,Kuwait,148,6,,,18,130,5
55,San Marino,140,,14,,4,122,11
56,UAE,140,27,,,31,109,2
57,Slovakia,124,19,,,,124,2
58,Armenia,122,12,,,1,121,2
59,Mexico,118,25,1,1,4,113,1
60,Panama,109,,1,,,108,7
61,Taiwan,108,8,1,,26,81,
62,Colombia,108,15,,,1,107,
63,Bulgaria,107,15,3,1,,104,
64,Croatia,105,16,1,1,5,99,
65,Serbia,103,14,,,1,102,4
