,country,total,new case,death,new_death,recovered,active_cases,critical
94,Lithuania,33,7,,,1,32,1
95,Tunisia,29,2,,,1,28,2
96,Liechtenstein,28,9,,,,28,
97,Guadeloupe,27,9,,,,27,
98,Martinique,23,8,1,,,22,
99,Afghanistan,22,,,,1,21,
100,Dominican Republic,21,,1,,,20,
101,Burkina Faso,20,5,1,1,,19,
102,New Zealand,20,,,,,20,
103,Uzbekistan,18,7,,,,18,
104,Macao,17,4,,,10,7,
105,Ukraine,14,,2,,,12,
106,Bangladesh,14,4,1,1,3,10,
107,Cameroon,13,3,,,,13,
108,Jamaica,13,,,,2,11,
109,Maldives,13,,,,,13,
110,Bolivia,12,,,,,12,
111,Réunion,12,3,,,,12,
112,French Guiana,11,,,,,11,
113,Paraguay,11,2,,,,11,1
114,Rwanda,11,4,,,,11,
115,Cuba,10,3,,,,10,
116,Monaco,9,,,,,9,
117,Ivory Coast,9,5,,,1,8,
118,Honduras,9,1,,,,9,
119,Guatemala,8,,1,,,7,
120,Nigeria,8,5,,,1,7,
121,Gibraltar,8,5,,,2,6,
122,Guam,8,3,,,,8,
123,Montenegro,8,6,,,,8,
124,Channel Islands,7,1,,,,7,
125,DRC,7,4,,,,7,
126,Ghana,7,,,,,7,
127,Kenya,7,3,,,,7,
128,Trinidad and Tobago,7,2,,,,7,
129,Ethiopia,6,,,,,6,
130,Mongolia,6,1,,,,6,
131,Seychelles,6,2,,,,6,
132,Puerto Rico,5,,,,,5,
133,Guyana,4,,1,,,3,
134,Aruba,4,1,,,,4,
135,Equatorial Guinea,4,3,,,,4,
136,Curaçao,3,,,,,3,
137,French Polynesia,3,,,,,3,
138,Gabon,3,,,,,3,
139,Kyrgyzstan,3,3,,,,3,
140,Mauritius,3,3,,,,3,
141,Mayotte,3,,,,,3,
142,St. Barth,3,,,,,3,
143,Saint Martin,3,1,,,,3,
144,Tanzania,3,2,,,,3,
145,Sudan,2,1,1,,,1,
146,Barbados,2,,,,,2,
147,Benin,2,1,,,,2,
148,Greenland,2,1,,,,2,
149,Liberia,2,,,,,2,
150,Mauritania,2,1,,,,2,
151,Namibia,2,,,,,2,
152,New Caledonia,2,2,,,,2,
153,Saint Lucia,2,,,,,2,
154,U.S. Virgin Islands,2,,,,,2,
155,Zambia,2,2,,,,2,
156,Cayman Islands,1,,1,,,0,
157,Nepal,1,,,,1,0,
158,Antigua and Barbuda,1,,,,,1,
159,Bahamas,1,,,,,1,
160,Bhutan,1,,,,,1,
161,CAR,1,,,,,1,
162,Congo,1,,,,,1,
163,Djibouti,1,1,,,,1,
164,Gambia,1,,,,,1,
165,Guinea,1,,,,,1,
166,Vatican City,1,,,,,1,
167,Montserrat,1,1,,,,1,
168,St. Vincent Grenadines,1,,,,,1,
169,Sint Maarten,1,1,,,,1,
170,Somalia,1,,,,,1,
171,Suriname,1,,,,,1,
172,Eswatini,1,,,,,1,
173,Togo,1,,,,,1,
