,country,total,new case,death,new_death,recovered,active_cases,critical
96,Martinique,15,5,,,,15,
97,Andorra,14,9,,,,14,
98,Maldives,13,,,,,13,
99,Cambodia,12,,,,1,11,
100,Macao,11,,,,10,1,
101,Bolivia,11,1,,,,11,
102,French Guiana,11,4,,,,11,
103,Kazakhstan,10,1,,,,10,
104,Réunion,9,2,,,,9,
105,Guatemala,8,7,1,,,7,
106,New Zealand,8,,,,,8,
107,Bangladesh,8,3,,,3,5,
108,Paraguay,8,,,,,8,1
109,Uruguay,8,2,,,,8,
110,Uzbekistan,8,4,,,,8,
111,Guyana,7,3,1,,,6,
112,Liechtenstein,7,,,,,7,
113,Monaco,6,4,,,,6,
114,Channel Islands,6,3,,,,6,
115,Ghana,6,,,,,6,
116,Guadeloupe,6,1,,,,6,
117,Honduras,6,3,,,,6,
118,Ukraine,5,2,1,,,4,
119,Ethiopia,5,1,,,,5,
120,Puerto Rico,5,,,,,5,
121,Rwanda,5,,,,,5,
122,Cameroon,4,,,,,4,
123,Ivory Coast,4,,,,,4,
124,Cuba,4,,,,,4,
125,Trinidad and Tobago,4,2,,,,4,
126,French Polynesia,3,,,,,3,
127,Gibraltar,3,2,,,1,2,
128,Guam,3,,,,,3,
129,Kenya,3,,,,,3,
130,St. Barth,3,2,,,,3,
131,Seychelles,3,,,,,3,
132,Nigeria,2,,,,1,1,
133,Aruba,2,,,,,2,
134,Curaçao,2,,,,,2,
135,DRC,2,,,,,2,
136,Namibia,2,,,,,2,
137,Saint Lucia,2,,,,,2,
138,Saint Martin,2,,,,,2,
139,Cayman Islands,1,,1,1,,0,
140,Sudan,1,,1,,,0,
141,Nepal,1,,,,1,0,
142,Antigua and Barbuda,1,,,,,1,
143,Bahamas,1,,,,,1,
144,Benin,1,1,,,,1,
145,Bhutan,1,,,,,1,
146,CAR,1,,,,,1,
147,Congo,1,,,,,1,
148,Equatorial Guinea,1,,,,,1,
149,Gabon,1,,,,,1,
150,Greenland,1,1,,,,1,
151,Guinea,1,,,,,1,
152,Vatican City,1,,,,,1,
153,Liberia,1,1,,,,1,
154,Mauritania,1,,,,,1,
155,Mayotte,1,,,,,1,
156,Mongolia,1,,,,,1,
157,St. Vincent Grenadines,1,,,,,1,
158,Somalia,1,1,,,,1,
159,Suriname,1,,,,,1,
160,Eswatini,1,,,,,1,
161,Tanzania,1,1,,,,1,
162,Togo,1,,,,,1,
163,U.S. Virgin Islands,1,,,,,1,
