,country,total,new case,death,new_death,recovered,active_cases,critical
69,Kuwait,191,2,,,39,152,5
70,San Marino,187,,21,1,4,162,12
71,Hungary,187,20,9,1,21,157,6
72,Morocco,170,27,5,1,6,159,1
73,Bosnia and Herzegovina,164,28,2,1,2,160,1
74,Andorra,164,31,1,,1,162,7
75,Uruguay,162,,,,,162,3
76,Costa Rica,158,,2,,2,154,2
77,New Zealand,155,53,,,12,143,
78,North Macedonia,148,12,2,,1,145,1
79,Vietnam,134,11,,,17,117,3
80,Jordan,127,,,,1,126,
81,Moldova,125,16,1,,2,122,10
82,Albania,123,19,5,1,10,108,2
83,Faeroe Islands,122,4,,,23,99,
84,Cyprus,116,,3,2,3,110,3
85,Burkina Faso,114,15,4,,7,103,
86,Tunisia,114,25,3,,1,110,11
87,Malta,110,3,,,2,108,1
88,Brunei,104,13,,,2,102,2
89,Sri Lanka,102,5,,,2,100,2
90,Ukraine,97,24,3,,1,93,
91,Cambodia,91,4,,,4,87,1
92,Azerbaijan,87,15,1,,10,76,6
93,Senegal,86,7,,,8,78,
94,Oman,84,18,,,17,67,
95,Venezuela,84,,,,15,69,2
96,Belarus,81,,,,22,59,
97,Réunion,75,4,,,1,74,
98,Afghanistan,74,34,1,,1,72,
99,Georgia,70,9,,,9,61,1
100,Kazakhstan,68,6,,,,68,
101,Cameroon,66,10,,,2,64,
102,Guadeloupe,62,,1,,,61,4
103,Palestine,60,1,,,16,44,
104,Martinique,53,,1,,,52,7
105,Trinidad and Tobago,53,2,,,,53,
106,Ghana,52,25,2,,,50,
107,Liechtenstein,51,,,,,51,
108,Uzbekistan,50,4,,,,50,
109,Cuba,48,8,1,,,47,2
110,Montenegro,47,20,1,,,46,
111,DRC,45,9,2,,,43,
112,Nigeria,44,4,1,,2,41,
113,Mauritius,42,6,2,,,40,1
114,Kyrgyzstan,42,26,,,,42,
115,Bangladesh,39,6,4,1,5,30,
116,Puerto Rico,39,8,2,,1,36,
117,Channel Islands,36,,,,,36,
118,Mayotte,36,12,,,,36,
119,Rwanda,36,,,,,36,
120,Guam,32,3,1,,,31,
121,Honduras,30,,,,,30,
122,Macao,28,3,,,10,18,
123,Bolivia,28,1,,,,28,
124,Paraguay,27,5,2,1,,25,1
125,Ivory Coast,25,,,,2,23,
126,Kenya,25,9,,,,25,
127,Monaco,23,,,,1,22,
128,French Guiana,23,3,,,6,17,
129,French Polynesia,23,5,,,,23,
130,Isle of Man,23,10,,,,23,
131,Jamaica,21,2,1,,2,18,
132,Guatemala,20,,1,,,19,
133,Guyana,20,,1,,,19,
134,Togo,20,2,,,1,19,
135,Barbados,17,,,,,17,
136,Madagascar,17,5,,,,17,
137,U.S. Virgin Islands,17,,,,,17,
138,Gibraltar,15,,,,5,10,
139,Maldives,13,,,,5,8,
140,Aruba,12,3,,,1,11,
141,Ethiopia,12,1,,,,12,
142,Tanzania,12,,,,,12,
143,Mongolia,10,,,,,10,
144,New Caledonia,10,2,,,,10,
145,Equatorial Guinea,9,,,,,9,
146,Uganda,9,,,,,9,
147,Saint Martin,8,,,,,8,
148,Seychelles,7,,,,,7,
149,Cayman Islands,6,1,1,,,5,
150,Gabon,6,,1,,,5,
151,Benin,6,,,,,6,
152,Bermuda,6,,,,,6,
153,Haiti,6,,,,,6,
154,Namibia,6,2,,,2,4,
155,Suriname,6,1,,,,6,
156,El Salvador,5,2,,,,5,
157,Greenland,5,1,,,2,3,
158,Curaçao,4,,1,,,3,
159,Bahamas,4,,,,,4,
160,Congo,4,,,,,4,
161,Fiji,4,1,,,,4,
162,Guinea,4,,,,,4,
163,Eswatini,4,,,,,4,
164,Cabo Verde,3,,1,1,,2,
165,Gambia,3,1,1,,,2,
166,Sudan,3,1,1,,,2,
167,Zimbabwe,3,,1,,,2,
168,Angola,3,,,,,3,
169,Antigua and Barbuda,3,,,,,3,
170,CAR,3,,,,,3,
171,Chad,3,1,,,,3,
172,Djibouti,3,,,,,3,
173,Liberia,3,,,,,3,
174,Mozambique,3,2,,,,3,
175,Niger,3,,,,,3,
176,St. Barth,3,,,,,3,
177,Saint Lucia,3,,,,,3,
178,Zambia,3,,,,,3,
179,Nepal,2,,,,1,1,
180,Bhutan,2,,,,,2,
181,Dominica,2,,,,,2,
182,Laos,2,2,,,,2,
183,Mauritania,2,,,,,2,
184,Myanmar,2,,,,,2,
185,Nicaragua,2,,,,,2,
186,Sint Maarten,2,,,,,2,
187,Belize,1,,,,,1,
188,Eritrea,1,,,,,1,
189,Grenada,1,,,,,1,
190,Vatican City,1,,,,,1,
191,Montserrat,1,,,,,1,
192,Papua New Guinea,1,,,,,1,
193,St. Vincent Grenadines,1,,,,,1,
194,Somalia,1,,,,,1,
195,Syria,1,,,,,1,
196,Timor-Leste,1,,,,,1,
197,Turks and Caicos,1,,,,,1,
