,country,total,new case,death,new_death,recovered,active_cases,critical
80,Azerbaijan,23,4,1,,6,16,
81,Moldova,23,11,,,,23,
82,Oman,22,2,,,9,13,
83,Malta,21,3,,,2,19,
84,Tunisia,20,2,,,,20,2
85,North Macedonia,19,,,,1,18,
86,Sri Lanka,18,8,,,1,17,
87,Afghanistan,16,5,,,1,15,
88,Maldives,13,3,,,,13,
89,Cambodia,12,5,,,1,11,
90,Lithuania,12,3,,,1,11,
91,Macao,11,1,,,10,1,
92,Dominican Republic,11,,,,,11,
93,Faeroe Islands,11,1,,,,11,
94,Jordan,10,9,,,1,9,
95,Bolivia,10,,,,,10,
96,Jamaica,10,2,,,2,8,
97,Martinique,10,,,,,10,
98,Venezuela,10,8,,,,10,
99,Kazakhstan,9,3,,,,9,
100,New Zealand,8,,,,,8,
101,French Guiana,7,,,,,7,
102,Liechtenstein,7,3,,,,7,
103,Paraguay,7,,,,,7,1
104,Réunion,7,1,,,,7,
105,Ghana,6,4,,,,6,
106,Turkey,6,,,,,6,
107,Uruguay,6,,,,,6,
108,Andorra,5,4,,,,5,
109,Bangladesh,5,,,,2,3,
110,Guyana,4,3,1,,,3,
111,Ivory Coast,4,2,,,,4,
112,Cuba,4,,,,,4,
113,Ethiopia,4,3,,,,4,
114,Puerto Rico,4,,,,,4,
115,Ukraine,3,,1,,,2,
116,Burkina Faso,3,1,,,,3,
117,Channel Islands,3,,,,,3,
118,French Polynesia,3,,,,,3,
119,Guadeloupe,3,,,,,3,
120,Guam,3,3,,,,3,
121,Honduras,3,,,,,3,
122,Kenya,3,2,,,,3,
123,Seychelles,3,1,,,,3,
124,Monaco,2,,,,,2,
125,Nigeria,2,,,,1,1,
126,Aruba,2,,,,,2,
127,Cameroon,2,,,,,2,
128,Curaçao,2,,,,,2,
129,DRC,2,,,,,2,
130,Namibia,2,,,,,2,
131,Saint Lucia,2,1,,,,2,
132,Saint Martin,2,,,,,2,
133,Trinidad and Tobago,2,,,,,2,
134,Sudan,1,,1,,,0,
135,Nepal,1,,,,1,0,
136,Antigua and Barbuda,1,,,,,1,
137,Bahamas,1,1,,,,1,
138,Bhutan,1,,,,,1,
139,Cayman Islands,1,,,,,1,
140,CAR,1,1,,,,1,
141,Congo,1,1,,,,1,
142,Equatorial Guinea,1,,,,,1,
143,Gabon,1,,,,,1,
144,Gibraltar,1,,,,1,0,
145,Guatemala,1,,,,,1,
146,Guinea,1,,,,,1,
147,Vatican City,1,,,,,1,
148,Mauritania,1,,,,,1,
149,Mayotte,1,,,,,1,
150,Mongolia,1,,,,,1,
151,Rwanda,1,,,,,1,
152,St. Barth,1,,,,,1,
153,St. Vincent Grenadines,1,,,,,1,
154,Suriname,1,,,,,1,
155,Eswatini,1,,,,,1,
156,Togo,1,,,,,1,
157,U.S. Virgin Islands,1,,,,,1,
158,Uzbekistan,1,1,,,,1,
