,country,total,new case,death,new_death,recovered,active_cases,critical
156,Bermuda,2,,,,,2,
157,Bhutan,2,1,,,,2,
158,Greenland,2,,,,,2,
159,Guinea,2,1,,,,2,
160,Haiti,2,2,,,,2,
161,Isle of Man,2,1,,,,2,
162,Liberia,2,,,,,2,
163,Mauritania,2,,,,,2,
164,New Caledonia,2,,,,,2,
165,Saint Lucia,2,,,,,2,
166,Zambia,2,,,,,2,
167,Nepal,1,,,,1,0,
168,Angola,1,1,,,,1,
169,Antigua and Barbuda,1,,,,,1,
170,Cabo Verde,1,1,,,,1,
171,Chad,1,,,,,1,
172,Djibouti,1,,,,,1,
173,El Salvador,1,,,,,1,
174,Fiji,1,,,,,1,
175,Gambia,1,,,,,1,
176,Vatican City,1,,,,,1,
177,Montserrat,1,,,,,1,
178,Nicaragua,1,,,,,1,
179,Niger,1,,,,,1,
180,Papua New Guinea,1,1,,,,1,
181,St. Vincent Grenadines,1,,,,,1,
182,Sint Maarten,1,,,,,1,
183,Somalia,1,,,,,1,
184,Eswatini,1,,,,,1,
